,X,Y,block,class,description,plate,site,stratum,year
157,39,25,D," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","157. Side-piece of a knife-handle, made of black and white hornblende—gneiss, 1-87 in. long. In it are three rivet-holes. Maurya period. Bm. ’20—1 12; sq. 39-25’; stratum II. (Pl. 142, ii.) 158, a, b. Two broken objects of marble, one white, the other grey—the purpose of which is unknown. Both come from the latest stratum in Sirkap and are similar in shape. No. I 58, a (Sk. ’28—1,46I ; spoil earth) is 3-12 in. long and furnished with three iron rivets on its underside. The other is 2-25 in. long and has no iron rivets. Sk. ’26—1,12o; Block]; sq. 146-54’; stratum I. Cf. pp. 171, 182 supra. (Pls. 14.2,jj; 203, h.) I 59. Ear—plug of rock-crystal made of two pieces with socket—hole in each. The front part is hexagonal; the back round. Length 0-87 in. The shape is generally similar to a lead ear—plug from the Bulandi/Bagh at Patna, of Maurya date. (Pl. 147, r.) Sk. ’13—129; Block D; sq. 56- 5 5’; stratum II. (Pl. 142,1) 16o. Ear-reel of rock-crystal. Diam. 1-12 in. Probably suspended from the ear. Pippala ’21—189. Debris on north side of monastery.","142-ii, 147-r, 142,1",Bm,2,1920
161,63,118,D," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","161. Similar, of yellow jasper. Diam. 1 in. Highly polished. Sk. ’27—1,4o3; Block D’; sq. 63-118’; stratum II. Cf. p. 190 supra. (Pl. 142, gg.)",142-gg,Sk,2,1927
162,14,99,1," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","162. Similar, of red jasper with haematite streaks. Diam. 1 in. Length 1-25 in. Sk. ’29— 1,365; Block 1’; sq. 14-99’; stratum IV.",,Sk,4,1929
163,,,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","163. Similar, of yellow riband jasper, polished. Diam. o~65 in. Bm. ’30—378; stratum II.",,Bm,2,1930
164,93,59,F," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","164.. Similar, of banded agate, polished. Diam. 0-87 in. Length 062 in. Sk. ’13—«376; Block F; sq. 93- 59’; stratum II. Cf. p. 166 supra.",,Sk,2,1913
165,,,D," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","165. Ink-grinder of rock-crystal, square in section, with four heads carved in relief at the four corners. Handle on top broken. Size o-62xo-62 in. Dh. ’14—903. B27. 4ft. below surface. (Pl. 142, ee.) The weights found at Taxila are more than usually valuable, as they are the ﬁrst of their kind to be found in suﬂicient number for us to ﬁx their values with Virtual accuracy, as well as the ratios which they bear to one another. These weights are invariably made of a hard stone—granite, hornblende—gneiss, pyroxene, diorite or chert—and are spherical in shape, that being, so far as we know, the usual shape then in vogue in Hindustan and other parts of India. In this respect they differ from the weights in use in prehistoric times, which are usually cubical in form,I 1 Cf. M.I.C. ch. XXIX, p. 589. CH. 25] STONE OBJECTS 509 though, in the case of larger weights, sometimes conical. Why a spherical weight should have Been preferred to a cubical or cOnical one, is not apparent, since it is neither a convenient shape when the weights are being piled together in the scales, nor, on the other hand, would it have stood in the way of dishonesty, if anyone had wished to grind down their weights. Possibly there was some reason with which we are not now acquainted. Apart from their shape, there is another feature of these stone balls that requires particular notice, because it may have to be taken into account when calculating their original weight. Many of them have a small cylindrical hole drilled into their surface, which was probably made when the weights were being ofﬁcially checked, and left hollow, if the weight had to be reduced, or ﬁlled with lead, if it had to be increased. Some of the balls still retain this lead packing in their cavities; in others the cavities are hollow. We must not, however, take it for granted that the cavity was always hollow, since in the course of the ages, the lead may obviously have decayed or fallen out. Nor, on the other hand, must we take it for granted that any given cavity was necessarily intended to be ﬁlled or partly ﬁlled. It may have been made, merely to reduce the weight, when the balls were being ofﬁcially tested, this being the quickest means of achieving that end. In the same way modern iron weights often have circular cavities drilled ”out of their underside, which are either left hollow or ﬁlled with lead according as the weight has to be reduced or increased. Altogether, some ﬁfty-four spherical weights have been found at Taxila, but of these, two are evidently unﬁnished and eleven have their edges so rubbed or chipped that it is impossible to draw reliable conclusions from them. The remaining thirty- nine all come from Sirkap, twenty-ﬁve from the jeweller’s hoard in Block D’ (Sk. 933/56) ;I seven from another group (Sk. 729); and three from another (Sk. 225). In discussing them I shall deal ﬁrst with the series of twenty-ﬁve from the jeweller’s hoard, since these not only comprise the largest number, but belonging as they did to a jeweller, by whom they would no doubt be used for the weighing of precious metals, they are likely to have been more than usually accurate. . . - It needs but a glance at the serial ﬁgures of these weights given below to perceive that the majority of them fall into a regular binary sequence of ratios. Thus, starting from the last and smallest unit no. 25, which is 51-5 gr. tr., the ratios of the last eighteen are, with one exception, as 1, 2, 4, 8, 16, 32 and 64. The exception is no. 13, which has a weight of 1,075 gr. tr. equivalent to twenty times the smallest unit. Now, eliminating the two weights 16 and 23, which are damaged, and taking the average of the remainder, we ﬁnd that the unit works out at 52-3 gr. tr. or, allowing for wear and tear, say 53 gr. tr. This is the weight of the standard Indian punch—marked coin known as kdrshdpazza, and also one of the commonest units in the prehistoric weights of the Indus valley. The series of weights, then, should be, 53, 106, 212, 424, 848 (1,060), 1,696, 3,392 gr. tr. It may be that the loss from wear and tear I See vol. I, pp. 188—9. - ' MT 65   .WMW, . 510 STONE OBJECTS [011. 25 Spherical weights from jewéller’s hoard in Sirkap (Cf. pp. 188—9.) These marked with an asterisk 1ave a small cavity sunk in their surface. Sk 933/56 2 gr troy I 6,393 ~— *2 6,305 Chipped; part of lead ﬁlling in cavity 3 6,159 Add 5 gr. for small chip *4 116 6,148 .4 5 {6,110 Add 40 gr. for chip 6 6,030 —— 7 5,480 — *8 6 {3,362 — *9 4 3,354 Some ﬁlling preserved *10 1,686 Ditto *1 1 32{ 1,671 ~— 12 1,669 — 13 I,075 “‘ *14 840 Some ﬁlling preserved *15 » 16{808 — *16 803 Damaged I7 430 — *18 8 416 -—~ *19 {409 w 20 210 L ~ 4.. *21 {208 Some ﬁlling preserved 22 4 204 —— 23 195 Damaged 24 2 109 —-— 25 1 515 —           was somewhat greater thanrthe small allowance of 0-7 gr. tr. made for the smallest unit, but having regard to the heavier weights, it seems unlikely that it could have been much greater; had it been so, the wear and tear in their case would have been ‘ excessive. Comparing these calculated ﬁgures with the individual weights, we see that, out of the last eighteen items in the series, there are only two whose weight exceeds the ﬁgure calculated, viz. nos. 17 and 24, the former being 6 gr. in excess of 424 and the latter 3 gr. in excess of 106. This is a very slight error when we consider the great irregularities in the weights of coins belonging to one and the same issue, and the diﬂiculty of determining exact weights with the kind of scales or other instruments which were then available. Moreover, it is to be noticed that these two are among the weights which have no cavities in them, and it is quite possible, therefore, that they had not passed the ofﬁcial test. So far, then, the sequence of ratios is clear; but the remaining items of the list, viz. nos. 1—7, offer more difﬁculty. Taking no. 7 ﬁrst, it is to be noted that this weight is a particularly well-preserved one, without chip or cavity, and that there is no allowance, therefore, to be made except for ordinary wear and tear, which with a heavy ball such as this may be put down at, say, 20 or 30 gr. The ratio, then, which this weight evidently represents is the 104th in the series, having a calculated weight of 5,512 gr. tr., as compared with the actual weight of 5,480 gr. tr. or 5,510,",142-ee,Dh,,1914
11,,,," XXVIII. Weights (Pl. 203, j)","011. 25] STONE OBJECTS 511 if we allow 30 gr. for wear and tear. We shall see presently that we have some smaller weights with the ratio 13, and evidently this weight was intended to be a multiple of those, 13 X 8 equalling 104. No. 6, with a weight of 6,030 gr. tr. is also a well—preserved weight, without cavity or chip, and the ratio that it represents is the 1 14th with a calculated weight of 6,042 gr. tr. Nos. 5 and 3 are both chipped, the loss in the former being some 40 gr. and in the latter about 5 gr. Seemingly, therefore, these and no. 4 are to be grouped together, the ratio to which they belong being the 1 16th, with a calculated weight of 6,148 gr. tr. There remain nos. I and 2, with weights, respectively, of 6,393 and 6,305 gr. tr. The second is chipped and has a cavity, which is only half- ﬁlled with lead. For this and the chipping an addition of 50 to 60 gr. may be made. This weight, therefore, may be taken to belong to the 120th ratio group with a calculated weight of 6,360 gr. tr. The other, though 33 gr. in excess, probably belongs to the same group. The whole series, then, of these twenty-ﬁve balls from the jeweller’s hoard presents the following ratios and weights: (gr. tr.) (gr. tr.) (gr. tr.) 12 53 I6: 84.8 104:5’512 2: 106 20: 1,060 114:6,042 4:212 32:1,696 ' 116:6,148 8:424 64: 3,392 120: 6,360 The other twelve weights from Sirkap, which are in a good state of preservation, fall into the same scale but give us three more ratios, viz. 11, 13 and 60. They are as follows: ' Calculated weight Weight Ratio (gr. tr.)",,,,1951
26,,,," XXVIII. Weights (Pl. 203, j)","26. Sk. 729, a=3,100 60 3,180",,Sk,,
27,,,," XXVIII. Weights (Pl. 203, j)","27. Sk. 729, b=3,092 60 3,180",,Sk,,
28,,,," XXVIII. Weights (Pl. 203, j)","28. Sk. 1,679 =3,019 6o(?) 3,180",,Sk,,
29,,,," XXVIII. Weights (Pl. 203, j)","29. Sk. 225, a: 1,686 32 1,696",,Sk,,
30,,,," XXVIII. Weights (Pl. 203, j)","30. Sk. 225, b: 844 16 848",,Sk,,
31,,,," XXVIII. Weights (Pl. 203, j)","31. Sk. 729, c: 829 16 848",,Sk,,
32,,,," XXVIII. Weights (Pl. 203, j)","32. Sk. 729, d: 671-5 13 689",,Sk,,
33,,,," XXVIII. Weights (Pl. 203, j)","33. Sk. 729, e: 669 13 689 34- Sk. 729, f= 555 II(?) 583 35- Sk. 376 = 419 8 424",,Sk,,
36,,,," XXVIII. Weights (Pl. 203, j)","36. Sk. 225, c: 417 8 424",,Sk,,
37,,,," XXVIII. Weights (Pl. 203, j)","37. Sk. 729, g: 205 4 212 Nos. 26 and 27 would correspond more closely with the ratio 59, but it seems more likely that the ratio is 60, particularly as we have the ratio 20 in the ﬁrst series, and that the dilference is due to wear and tear. The same remark applies also to no.28. No. 34, with a weight of 555 gr., might be in a ratio of 10 or 11, but, whereas in the former case we should have to explain away a surplus of more than 25 gr. over the calculated weight, in the latter a shortage of 28 gr. can easily be accounted for by wear and tear. The remaining ball weights from TaXila, which are too much rubbed or damaged 65—2 512 STONE OBJECTS [CH. 25 to be taken into the above calculations, are given below. Like the others, they are made of granite, hornblende-gneiSS, pyroxene and diorite. (gr. tr.) (gr. tr.)",,Sk,,
38,,,," XXVIII. Weights (Pl. 203, j)","38. Sk. 190 52,381 45. Sk. 906 6,486",,Sk,,
39,,,," XXVIII. Weights (Pl. 203, j)","39. Sk. A733 19,980 46. Bm. 48 6,384",,Sk,,
40,,,," XXVIII. Weights (Pl. 203, j)","40. B111. 618 9,304 47. B111. 994 6,324",,,,
41,,,," XXVIII. Weights (Pl. 203, j)","41. Sk. 41 8,306 , 48. B111. 29 6,009",,Sk,,
42,,,," XXVIII. Weights (Pl. 203, j)","42. B111. 295 8,174 49. Bm. 1,388 3,073",,Bm,,
43,,,," XXVIII. Weights (Pl. 203, j)","43. Sk. A731 7,978 50. B111. 607 2,927",,Sk,,
44,,,S," XXVIII. Weights (Pl. 203, j)","44. 3m 1,472 7,896 The above weights show a remarkably close correspondence not only with those of the punch-marked coins (kdrshdpana) of the early historic period, but also with the prehistoric weights of the third and fourth millennia B.C. found at Mohenjo— daro and Harappa. The latter follow a binary system, like those of TaXila, in the smaller weights and then decimal, the succession of weights being in the ratios 1, 2 (% X 8), 4, 8, 16, 32, 64, 160, 200, 320, 640, 1,600. The commonest weight, of the ratio 16 in this series, has a mean calculated value of 211-5 gr. tr.,I which to all intents is identical with the corresponding weight at Taxila of something under 212 gr. Similarly, the fourth in the Indus series has an average weight of 52-875 gr., which is only one-eighth of a grain different from the mean calculated average of the corresponding weight at TaXila. It is quite evident, therefore, that these weights had come down from an immemorial antiquity in India—and it is natural to ﬁnd them employed for the silver kdrshdpana coinage which was current in the third century B.C. throughout the Maurya Empire. The commonest and most widely diffused of these kdrshdpanas averaged, under the Mauryas, between 51-5 and 52-5 gr., although good specimens exist as high as 54 and as low as 50 gr.2 It was only in the North-West of India, which had come under Persian inﬂuence during the rule of the Achaemenids, that a somewhat heavier kc’irsha‘pana was used, weighing some 56 gr. or more, the purpose of increasing it to this weight being to equate it with the Persian szgloz', two of which would go to three of these heavier kdrshdpanas. 1 Cf. Hemmy in ch. XXIX of M.I.C. p. 596. 2 John Allan in B.M. Cat. of Early Indian Coins, pp. clxi sq. Cf. also Sir W. Elliot, ‘Coins of Southern India’ (Int. Numis. Orient), p. 49. CH. 25] STONE OBJECTS 479 The semi-precious stones enumerated above were used only for small articles of a more or less ‘brnamental character, and the commoner varieties of hard stones, such as gneiss, hornblende, granite, sang-i—abri, etc., for those articles of daily use ——celts, pivot-stones, querns, mullers, etc.—-which were subject to excessive wear and tear. On the other hand, household vessels which had to be turned on a lathe, lamps, ladles, toilet—trays, caskets, palettes and objects generally which were not exposed to rough usage, as well as sculptures in relief and in the round, were naturally cut from the softer varieties of stone. This general observation, however, is subject to certain qualiﬁcations. In the prehistoric age, it had been customary to make certain vessels, particularly shallow dishes, bowls and saucers, of gneiss, hornblende, granite and other refractory stones, the stone being ﬁrst chipped and then ground away with the help of a specially shaped stone—borer aided with sand as a fricatiVe. One of these borers, dating from Chalcolithic times, was found at Mohenjo-daro, and is described in my Mohenjo-daro and the Indus Civilisation, vol. II, p. 459. The same practice seems to have been continued at Taxila into historic times, but the lathe also came early into use, and there are some ﬁne specimens of Maurya vessels made of these hard stones, which have been turned on the lathe instead of being ground out with the borer. By the beginning of the Christian era, however, such vessels were almost invariably made of one or other of the soft schist stones, or of steatite or alabaster. Another exception to the general rule stated above is provided by some of the querns and mullers. In the Chalcolithic Age saddle-querns had invariably been made of hard stone—generally basalt or gneiss, and the saddle-quern and its mullet, like the mortar and pestle, continued to be made of some similar hard stone like quartzite, hornblende or abri; but when the stool—quern came into fashion, in the Maurya period, both it and the mullet used with it were made of sandstone. This may have been because it had been found by experience that sandstone was peculiarly suited to the grinding of grains and spices, and because it lent itself more readily to the ornamental carving which is found on many of these stool- querns. The ﬁrst part of this observation applies also to the circular grindstones (Class V, a) which were ﬁrst introduced at Taxila during the ﬁrst century of the Christian era, and for which sandstone is still usually preferred. On the other hand, the crushing mills of Class V, b, which had to be specially strong and durable, were invariably made of hard quartzite. The sandstone used for these objects in the Bhir Mound settlements, i.e. up to the beginning of the second century B.C., is of four kinds: (1) the grey Taraki or Kambial sandstone, which is found in plenty some 14 or 15 miles south-east of Taxila, and which was used for the pillars and pilasters of the Jandial temple.I (2) A spotted red and white sandstone which comes from Mathura near Agra. (3) A buff-coloured, ﬁne-grained hard sandstone, usually with small black spots, from Chunar near Benares. (4) A greyish quartz sandstone of very hard texture, the provenance of which has not yet been ascertained. The second of these is well ‘ A strong axis of this rock runs along the Chirpar hills. 61-2   Uses to which hard and soft stones were put Varieties of sandstone used in Bhir Mound Settlements   i a? i ii :5 Other soft stones used in Bhir Mound settlements Wider use of soft stones under Greeks and their successors “ alabaster, capable of resisting considerable heat. Alabaster and steatite, on the   480 STONE OBJECTS [011.25 known, not only from the many statues or reliefs of the early Mathura School which are carved from it, but also from innumerable monuments of Moslem times which were built of it at Agra, Delhi and Mathura. The third variety is also well known from the historic pillars of this stone which were set up by the Emperor As’oka in the third century 3.0. That this particular sandstone should be found in the form of mullers at so remote a spot as Taxila is at ﬁrst sight surprising, since it could hardly have been brought such a distance for the sole purpose of making utensils which could have been equally well made of Taraki sandstone or of one of the harder local stones. The explanation appears to be that As’oka had set up one or more of his famous pillars, and possibly some other monuments as well, at Taxila ;that these monuments had been thrown down and broken after the eclipse of the Maurya power; and that the mullers were made out of some of the fragments, just as a piece of one of these selfsame pillars was used last century for a road—roller and a piece of another for a sugar-cane press! However this may be, these mullers of Chunar stone are found only in the later deposits of the Maurya period in the Bhir Mound, not in Sirkap or on any of the later sites. On the other hand, the Taraki, Mathura, and quartzite sandstone all occur on the Sirkap site, in strata of the ﬁrst century A.D., and besides them there occurs also on that site a variety of deeply coloured red and purple sandstone belonging to the Murree group, which is found in large deposits round about Sang—jani, some 10 miles south-east of Taxila. ‘ The other soft stones found on the Bhir Mound are steatite, alabaster and slate. All three of these have a wide distribution in India and are easily obtainable at Taxila—slate especially so, since it is found in large quantities in the Hazara district within a few miles of the city, and, as we have already seen, it was freely used for the construction of drains and bathroom ﬂoors, while alabaster is equally proliﬁc in the gypsum deposits at the foot of the Salt Range in the Panjab. Thanks to their ﬁne texture, both slate and alabaster could be carved with the minutest ﬁgures in relief, and we ﬁnd both of them employed for the exquisitely carved ring— stones of Maurya date described below (nos. 129—31). Slate, too, was employed for small jewellery and inlay moulds, since, apart from its ﬁne texture, it was, unlike           other hand, were occasionally used during the Maurya period for small household vessels. That stone was not more freely employed during that period for household vessels and utensils was in all probability due to the religious conservatism of the people, who then as now were afraid of contaminating their food or drink if they took them from any vessels other than the orthodox ones made either of earthen- ware or of copper or brass. It was certainly not due to any lack of skill on the part of the Maurya craftsman, who was unsurpassed in the cutting, carving and polishing of hard stones. With the advent of the Bactrian Greeks at Taxila the carving of stone in relief and the turning of it on the lathe into vessels became increasingly common, and in the later cities on the Sirkap site we ﬁnd not only far more objects made out of soft CH. 25] STONE OBJECTS 481 stone but several more varieties of stone introduced. For vessels and other small household objects, the stones that now come into use (besides several kinds of slate, steatite and sandstone) are: schist, micaceous schist, hornblende schist, phyllite, phyllitic slate and indurated clay or mudstone; while the stones in use for sculpture are schist, micaceous schist, chloritic schist, quartz mica schist, phyllite, steatite or soapstone of various kinds, Taraki grey sandstone and red ferruginous claystone. Of these, the commonest by far and the most important are the several kinds of schist and the dark grey phyllite which is used for the vast majority of Gandhara sculptures. The use of both schist and phyllite was intimately bound up with the history of sculpture at Taxila. The earliest specimens of schist are the grey schist dishes nos. 38 and 39 and the carved toilet-tray no. 62, which are referable to the latter part of the second century or the beginning of the ﬁrst century B.C. From that time onwards schist comes more and more into vogue, and during the Parthian domination is used commonly for caskets, household vessels, lamps and sculptures. For the last mentioned, a chloritised micaceous schist was at ﬁrst favoured in preference to other stones, phyllite then being exceedingly rare, even for household vessels, but in the ﬁrst century A.D. phyllite began to supersede schist, no doubt owing to its being more durable in other respects and less liable to split in the process of carving; and from that time onwards nine—tenths or more of the carvings found on the North—West Frontier and at Taxila are made of this stone. The precise provenance of the several kinds of schist and phyllite stones is not known, but there can be no doubt that all of them came from quarries in the Gandhara region, pr‘Obably in the neighbourhood of Southern Swat, since it was there that the Gandhara School of sculpture had its chief centre, and we may be sure that, wherever that centre was, the stone quarries could not have been far distant. Moreover, had the quarries been in the old North-West Frontier itself—— that is, within the conﬁnes of what until recently was British India, it is virtually certain that they would long ago have been discovered. Some day, no doubt, they will be located, and it may be that fresh light will then be thrown on the history of this important school of sculpture. In the meantime it would be a helpful step, particularly for elucidating the early chronology of this school, if someone equipped with suﬂicient knowledge of the subject would examine the various collections of these sculptures in India and Europe and classify them according to the varieties of stone used. ' The stratigraphical chart which follows (pp. 482—3) shows the generic classiﬁca- tion of the stone objects described below and their distribution in the successive strata of the Bhir Mound and Sirkap, as well as on other sites. These objects do not include the stone sculptures of an ornamental and mainly Buddhist character described in chapter 36. Some general remarks on the stone objects from the Bhir Mound will be found in vol. I at pp. 102, 105, 108—9, 111; and on those from Sirkap at pp. 128, 133—4, 205, 207, 209—10. Other references are given in the individual entries of the catalogue below.   Provenance of schist and phyllite armament. ,4, .. [CH. 25 482                 w W on . 23.2 W Go. >vn .:.>H 50¢ a $3 con $6“th I 36H I I I I I [me .85 3818 Home? 5% no .vluo .oolmw M .mﬂom .M w .. I u . {Rm >HN AD 88H 3 an .05 do Inc .mo :3 W “on $3 .3 we I I 8 .3 I I Seine .85 9»qu 5an HHHN I I 5 of I I I. I I I I Co 00 .88 mpoHaoUHmHmonN , ~ HHN .Hm 80¢ u .3 mm mm M I Am I I I I I Inn .85 88> «non—MQD .HHN . Glam .85 mamas “am At? Hum I Mm olwm .Nm I I I I I I I 88> HUBHSOEIGQQO .va M .32 80am am I I I I I I cm I I Cm .0m .85 wHBOmHAoWn NH I I 0* I I I I ww I I .m? .85 8:0 vacﬁm .NH HHH> I 0+ 3. 6+. .9» .3. I I I u+ I I RIM... .85 mnuuﬁum .HHH> HH> I I 1. .0... I an .wm I I «M 6m I I Cwlom .85 munmmnmmHNHmw H > I ow I mm .3 I I I I I an +m .83 $888. was muwwwmAHmw .H 88H m > 4.5va 88H mu I Hm .0m Ru I I I I I I I Inn .85 ﬂmﬁuwivsiw .> >H I I ma an I I I .vu I mica 9 Swim: .85 98:32 .>H u .5 mu HHH I .«H .3 4H .5 .2 I I I m. .3 I 9 I QT: .88 88:0 .HHH HH I I OH 8 I I I o 6 I I , w Hoyle .85 macaw-«03% .HHH H I I mlm .H a I I I I I I .85 3038.3 viemeBnH .H giﬁmm .o.m .o.m ooﬂudm -mxwm MWMW M850 MMWMHU 02¢.“sz 53:32 33:8 E350 8m I I n .v u 3 am $30 .893 .850 H HHIHMH >H M > H> HH> H HH “HWH g o>H a mwﬂo           Saba maxim     «3.3m H5502 ”Em       mBOmHHmHO mZOBm m0 BM<HHO A<OHEH<MUHB<~HFw 483 .ﬁsmhmﬂdm EEQQEHAA ”SEES 5.302“de Jannzﬂgz HESJMHdSM :vaauHH: “Emmmuwnbﬁﬂﬂdm H .8th 88m 38.30 0335 5:35 a £5 ﬁn.» A8325 0mm .03 A295 we“     .0318 um «05 +2 .8: Halo: “Em 59a 32:55 +9 .0: .NF cm: 96% was 5 @8305 “on 0.8 $.38 .8 £58 moam Sod as v8.3?“ 3830 mam3o=0m 25. .802. @550“ I .5 l I I I I I . I I I .283 .E>MN 88¢ mo“ 58 con , Am 5on mmH +9 :8 Amolmmu E>MN .22 88m «mm a £3 6m» @mm «on I emu I no“ 8mm I I .85 8023:08va .E>NN mm m . H m H , FINN I I £3 .3: I 23 .N: I I I I 1: ASN.1: .85 8332 .CGmN . A913 .0: .85 mommam >NM .AD 80¢ a .a 6.: I a 6.: I I I I I I I we ”SEQ 98 8km .>v0m a? . I: d? .85 .80 EAomuSmPG >Uwvm I I a? ﬁﬁm“ I m £3 I a .u .w? m. .9 d? I I -5 $35 .8.“ 898m 550m 5% ﬁning .85 $830 @083 HEMM .wm Sch m? I 6? .3: I m? I I cm"" “on“ H? I 85o v5“ 32:54. .HEMN Amlmum .85 «138.8% CNN .mm 59¢ man I hImNH I I I... I I I I was 888* .wuoﬁom .HHNN +2 CNN I I *3 I I I I I I I .05 £855-2v5mm MUCH NM Am 89d «3 «um I I I I I I I I RS .8“ .85 8.32am .vOn MEN I I Hug . I I I I I . I I Cu“ .05 mow—350509. MON 08 Aoulw: .85 muoswaom :gx I I .3. a: I I I | m: I | Ea $21.55 .55"" Am 50¢ m H H .32 80$ .3 H .82 Ecumuanﬁucww: 5Q 88m «N .GSZVGmb: .0: E>N G «in w» G a: :2 0: Q .m: 03 I I I I I I Analog .85 £583 .HH>N _ Awe» Son .85 CUM I now I I I I I I I I wﬂﬁﬁ vomiting—m .H>um                               CH. 25]         .Eazisﬁ .............. ,ubixitf, .553? x», I 32... __ m..,;I$§§EIf. >5 484 STONE OBJECTS xsxwwawwﬂaq—y. warmer“ 3.1, V   [CH. 25 TABTE SHOWING DISTRIBUTTON OF STONE OBJECTS IN SIRKAP             Block Stratum VII Strata VI—V Stratum IV Strata III—II Stratum I PPre-Greek Greek Early Saka Saka-Parthian Surface EAST SIDE OF MAIN STREET 1 __ __ _ __ ._ A - — —— 74, 136 —~ B — —- —— 30, 126 II,- 12 C — - 109 55, 92, 127 — D — ~ - 87, :59 —— E —- — — 43, 4s, 86 11° F —— — — 102, I46, I64. — G — * _ 4’ 4°: 60) I45 66’ 72) 107 H — —— — 16 ~- I ~— —- —— 26 ~— J -—— —— — - I 58, I; K — — — 99 — L __ __ __ __ _._ WEST SIDE OF MAIN STREET 1’ —— — 82, 162- I8, 90, 120 —— A’ — 63, 135, 138, e. 2 3, 54, 58, 119, a, - 142, I43 144, 152 B’ — 38, 39, 57 62, 35, 67, 69, 154 — Cl I56 104-, e — 47: 4'91 56: 77’ 85: — 137, 151 D' ——- -— 84 41, 98, 100, 101, I7, 4.6, 70 139, I40, a, I47, a, b, 148, 161 E’ — — 79, 83 7, 25, 73, 7s, 76, 53, 122 89, 94, 105, 121 F, — ._ 44' 64: 6S, 68) 88: 124 —' G’ —— — 78 71, 103 106 H’ ——- —— — — —— K’ — ~ - 93 — Main Street — —— —— 132 ~— Second Street —- — — 61 —— (east) Sixth Street — -—~ — 52 — (west) Seventh Street — — - 97 —— (west)         Note. Objects found in trial trenches or in spoil earth are not included in the above Table. The number of prehistoric artefacts is very small. Up to the present no pre- historic settlement has been discovered at Taxila, nor is there any reason to suppose that any ever existed there. The few celts and one mace-head described below were found in strata of the historic period on the Sirkap site, dating back no further than the ﬁrst centuries 3.0. and A.D. How they came to be present in these late strata can only be surmised, but a possible explanation is that stone weapons may have continued to be used for sacriﬁcial or other ceremonial purposes many centuries",,Gr,,
