,X,Y,Block,Class,Coordinates,Description,Plate,Site,Stratum,Year,Chapter
,,,,,,,,,,,
68,68,76,E, VIII. Glass ¥åÅnger-rings (nos. 67äóî9),"68,76",68. Similar but of yellow glass. Diam. 0-75 in. Sk. äó»16äóî161; Block Eäó»; sq. 68-76äó»; stratum III. Cf. p. 185 supra.,,Sk,3,1916,31
,,,,,,,,,,,
70,73,97,E, IX. Engraved gems of stone and paste intended for,"73,97","70. Oval intaglio of malachite with ¥åÅgure of a winged Nike armed with spear and holding wreath and ¥åÅllet in outstretched hand, as on contemporary IndoäóîParthian coins. Longer axis 075 in. Sk. äó»22äóî566; Block Eäó»; sq. 73-97äó»; stratum II. Cf. p. 185 supra. (Pl. 208, no. 53.)",208-53,Sk,2,1922,31
,,,,,,,,,,,
71,77,65,E, IX. Engraved gems of stone and paste intended for,"77,65","71, aäóîz'. Nine oval intaglios of jacinth cut en cabochon and hollowed at back. They are engraved with various full-length ¥åÅgures and busts. The best in point of execution is a ¥åÅgure of Athens (10, f) with helmet, spear and shield, and a snake to left. Another draped and helmeted ¥åÅgure (10, a) may also be the same goddess, but what looks like a shield may be the badly drawn wing of a Nike. On h and 1' is portrayed a draped goddess with cornucopia, the one on the former being helmeted. This may perhaps be the same goddess that is ¥åÅgured in nos. I and 2 of the äóÖStone Sculpturesäó», ch. 36. On b and g are ¥åÅgures of the winged Nike, the former with the palm of victory between her legs instead of in her hand. The three remaining intaglios are very roughly executed busts. Their head-dresses, however, are interesting. Fig. d wears a plumed helmet with a curious projection above the rim in front; the other two (c and e) wear turbans with the same projection in front. All the intaglios, except a and f, are of such rough workman- ship that on grounds of style they might Well be attributed to the third or fourth century A.D. That they date, however, from the ¥åÅrst century is proved by the association in which they were found. Sk. äó»13äóî194; Block E; sq. 77-65äó»; strata IäóîII (injar). Cf. p. 160, no. 4. supra; A.S.R. (I912), p. 28. From same hoard as nos. 72 and 73 infra. (Pl. 207, no. 10, aäóîz'.)",207-10-aäóîz',Sk,,1913,31
,,,,,,,,,,,
2,,,K, I. Bangles (nos. 1äóî4),,"2. Similar, of ivory, with incised cross-hatching between parallel lines on outer face. Length 1-5 in. Sk. äó»15äóî838; Block Käó»; sq. 16o~106äó»; stratum II. Cf. p. 180 supra. (Pl. 199, no. 2.)",199-2,Sk,2,1915,32
,,,,,,,,,,,
3,86,72,, I. Bangles (nos. 1äóî4),"86,72","3. Ring of ivory. Diam. 2ŒÁ 5 in. This has the appearance of a bangle but seems rather to have been the base of a small pedestal like no. 56, though made in a separate piece. The inner face of the ring is rough; only the outer face is smooth. Sk. äó»I4äóîI,I77; Main Street; sq. 86-72äó»; stratum III. (Pl. 199, no. 3.)",199-3,Sk,3,,32
,,,,,,,,,,,
4,18,66,A, I. Bangles (nos. 1äóî4),"18,66","4. Similar to preceding. Diam. 2-25 in. Sk. äó»16äóî8 5; Block A; sq. 18'66äó»; stratum II. Cf. p. 146 supra. The term äóÖearäóîreeläó» for this kind of ornament seems preferable to äóÖear-plugäó», since the form they take is that of a reel and they were worn in the lobe, not in the MT 83 654 BONE AND IVORY OBJECTS [CH. 32 ori¥åÅce of the ear. Some are solid; others pierced with a hole at the centre. They have been found only in the Bhir Mound, in stratum IV. For other objects from the same early stratum, with which these earäóîreels should have been included, see vol. I, p. 102. 5. Ear-reel of ¥åÅne ivory, with one side convex and hole through centre, by which the reel may have been suspended on a cord. Diam. 0-93 in. Bm. äó»24äóî881; sq. 7-57äó»; stratum IV. (Pl. 199, no. 5.) 6. Similar, well turned on the lathe. One side slightly concave and decorated with incised concentric circles round a central projection. Diam. 1 in. Bm. äó»21äóî345; sq. 30-13äó»; stratum IV. (Pl. 199, no. 6.) 7. Similar, of bone, with hole through centre. It is of exceptionally large size. Diam. 1-31 in. Bm. äó»19äóî2,090; spoil earth. (P1. 199, no. 7.) This class of ornamental bead comes only from the Bhir Mound and dates from the sixth to third centuries B.C. All the specimens are of bone and divided into eight gadroons. The Indian term dmalaka is adopted from the dmalaka or gadrooned sphere or wheel with which the säó»ikham of a Hindu temple is usually crowned and which, in its turn, derived its name from the dmalaka fruit. Beads of the same shape but made of faience are found in Sirkap. They seem to have been fashionable in the ¥åÅrst century A.D.","199-5, 199-6, 199-7",Sk,2,1916,32
,,,,,,,,,,,
15,,,, IV. Pendants and amulets (nos. 12äóî17),,"15. Similar to preceding, with decoration of incised lines only on handle and blade. Length 187 in. The workmanship is noticeably rougher than in the Bhir Mound specimens. Sk. äó»14äóî 151; spoil earth. (Pl. 199, no. 15.)",199-15,Sk,,1914,32
,,,,,,,,,,,
16,11,100,1, IV. Pendants and amulets (nos. 12äóî17),"11,100","16. Similar, with two small holes near base of blade and incised parallel lines on handle and blade. Length 262 in. H1. äó»12äóî28; I ft. below surface. (Pl. 199, no. 16.) 17. Amulet in form of crude bucranium, consisting of a pair of animal teeth bound together with strip of copper. Length 143 in. Sk. äó»29äóî1,I72; Block 1'; sq. 11-100äó»; stratum III. In Greece the oxäóîskull was apotropaic. For another tooth amulet, see äóÖ Gold and Silver Jewelleryäó», ch. 30, no. 80. Cf. p. 196 supra. (Pl. 199, no. 17.) GROUP B. ARTICLES OF DRESS AND TOILET Comprising combs and combäóîhandles, hair-pins, antimony-rods, earäóîcleaners and toothpicks, handles of mirrors, fan and other articles. These come exclusively from the Sirkap site and date from the ¥åÅrst centuries before and after Christ, that is, from the SakaäóîParthian period. They are of a type familiar in the Graeco-Roman world and were no doubt introduced from the West.I (Cf. B.M. Guide to Greek and Roman Life, nos. 387 and 387, a, ¥åÅg. 141.) One of the TaXila combs (no. 22) is a big, heavy comb with a straight top. The rest are smaller and of lighter make, with curved tops. One only (no. 18) is plain; the rest are decorated with incised circlets or more elaborate designs, including a shell, foliate devices, duck, and a pair of human busts of the kind that are familiar in Graeco-Roman art as well as in the carvings of Gandhara and Mathura. Such teeth as survive are sawn very evenly With a ¥åÅne saw and are only slightly rounded at the ends, not pointed. The smaller and lighter combs may have been used as ornaments in the hair. Ivory and bone were both used in their manufacture.","199-16, 199-17",Sk,3,1912,32
,,,,,,,,,,,
18,91,51,F, V. Combs (nos. 18äóî23),"91,51","18. Hair-comb of bone with curved top and no decoration. All teeth broken. Length 287 in. Sk. äó»26äóî2,77o; Block F; sq. 91-51'; stratum IV. First century B.C. Cf. pp. 135, 166, n. I supra. (Pl. 199, no. 18.) 19. Similar, of bone, with eleven incised circlets on one side and ten on the other. Eight teeth complete. Length 231 in. First century AD. Sk. äó»26äóî4,236; Block 1; sq. 13-47äó»; stratum II. Cf. p. 142 supra. (Pl. 199, no. 19.) 20. Similar and of same date but of ivory, with seven incised circlets on one side and eight on the other. Length 175 in. Sk. äó»26äóî460; Block I; sq. 132'65äó»; stratum II. Cf. p. 171 supra. 21. Similar, of ivory, engraved with male and female busts on one side and a duck on the other. Teeth missing. The äóÖpair of bustsäó» motif was familiar in Graeco-Roman art and no I The hair-comb of the kind described here was called KTsis or KTí©Vtov by the Greeks. Edwov was the comb used for wool. 83-2 656 BONE AND IVORY OBJECTS [01-1. 32 doubt derived from the West; it is frequently seen in Gandhara and still more frequently in Mathura reliefs. For the bird motif on this comb, cf. B.M. Guide to Greek and Roman Life, no. 387, and Hackin, Recherches Archeäó»ologiques d Begram, ch. 2 (1937), P1. LXXVII, ¥åÅg. 237. Length 181 in. Sk. äó»28äóî194; Block Aäó»; sq. 23-93äó»; stratum II. Cf. p. 195 supra. (Pl. 199, no. 21.)","199-18, 199-19, 199-21",Sk,4,1926,32
,,,,,,,,,,,
22,,,, V. Combs (nos. 18äóî23),,"22. Similar, of ivory, decorated with ¥å‰oral design in beaded border on one side and conch shell and ¥å‰oral design in beaded border on the other. Length 1-87 in. Sk. äó»19äóîI,680; spoil earth. (Pl. 199, no. 22.)",199-22,Sk,,1919,32
,,,,,,,,,,,
23,58,115,D, V. Combs (nos. 18äóî23),"58,115","23. Hair-comb of ivory with straight edge at top and sides slightly curved inwards. Decoraäóî tion of incised circles between parallel beaded borders, which are also incised. The comb is unusually large and heavy, measuring 4-12 x 3- 5 x 045 in. Sk. äó»19äóî708; Block Däó»; sq. 58-1 I 5äó»; stratum II. Cf. p. 191 supra. (Pl. 199, no. 23.) These are made of both bone and ivory, and range in date from the ¥åÅfth century 3.0. to the ¥åÅrst century A.D. Only two specimens, however, have been found in the Bhir Mound site and both of them have plain knob heads (nos. 24., 25). The pins with ornamental heads come exclusively from Sirkap, and with one exception (no. 26) are referable to the Saka-Parthian period. Most characteristic of the motifs carved on the heads are the inverted comb and standard cock, the latter of which seems to be copied from Hellenistic prototypes. There is also a peculiar wave design with projecting mouldings on either side (no. 29). Less distinctive are the heads of nos. 28 and 33, which take the form of a bell or pot capital with incised rings below.",199-23,Sk,2,1919,32
,,,,,,,,,,,
28,66,113,, VI. Hair-pins (nos. 24äóî34),"66,113","28. Hair-pin of ivory, with head in form of inverted bell capital and incised rings below. Sk. äó»29äóî1,057; Sixth Street (west); sq. 66-113äó»; stratum IV. Cf. p. 13 5 supra. (Pl. 199, no. 28 and P1. 206, no. 20.)",199-28 and 206-20,Sk,4,1929,32
,,,,,,,,,,,
29,93,50,F, VI. Hair-pins (nos. 24äóî34),"93,50","29. Part of bone hair-pin, with wave-shaped head and projecting mouldings on either side. Length 325 in. Sk. äó»26äóî2,969; Block F; sq. 93'50äó»; stratum III. Cf. p. 166 supra. (Pl. 199, no. 29 and P1. 206, no. 12.) I Cf. Allan, B.M. Cat. of Am. Ind. Coins, pp. XXV, lxiv, 55. For beads at Taxila in the shape of combs, cf. the chapter on äóÖBeadsäó», p. 74.8 infra. 2 The ¥åÅngers are called äóÖcomb-teethäó» (K'rí©vas) in Aeschylus, Agam. 1. 1594. CH. 32] BONE AND IVORY OBJECTS 657",199-29 and 206-12,Sk,3,1926,32
,,,,,,,,,,,
30,23,45,A, VI. Hair-pins (nos. 24äóî34),"23,45","30. Similar, with head in form of cock standing on abacus. Length 237 in. Sk. äó»29äóî2,I46; Block A; sq. 23-45äó»; stratum III. Cf. p. 146 supra. (Pl. 206, no. I4.)",206-I4,Sk,3,1929,32
,,,,,,,,,,,
31,41,48,C, VI. Hair-pins (nos. 24äóî34),"41,48","31. Similar to no. 26, but lower part of pin missing. Length 3-37 in. Sk. äó»24äóî419; Block C; sq. 41-48äó»; stratum II. Cf. p. 149, no. 5 supra. (Pl. 206, no. 13.)",206-13,Sk,2,1924,32
,,,,,,,,,,,
32,41,51,C, VI. Hair-pins (nos. 24äóî34),"41,51","32. Similar to no. 30, but the cock is mounted on a capital instead of abacus only. Length 3-37 in. Sk. äó»24äóî62; Block C; sq. 41- 51äó»; stratum II. Cf. p. 149, no. 5 supra. (Pl. 206, no. 17.)",206-17,Sk,2,1924,32
,,,,,,,,,,,
33,77,49,E, VI. Hair-pins (nos. 24äóî34),"77,49","33. Similar to no. 28; head in form of pot with three incised circles beneath. Length 3- 18 in. Sk. äó»15äóî370; Block E; sq. 77-49äó»; stratum II. Cf. p. 162, no. 17 supra. (Pl. 199, no. 33 and P1. 206, no. 22.)",199-33 and 206-22,Sk,2,1915,32
,,,,,,,,,,,
34,45,59,C, VI. Hair-pins (nos. 24äóî34),"45,59","34. Head of bone object of a wave pattern somewhat resembling no. 29, but without the side projections. Length 287 in. At the top is a groove with three holes for rivets; the shaft at the other end is broken. It may have been either a hair-pin or a knife-handle. In the former case, the groove and rivet holes may have been meant for the attachment of an additional ornament, possibly of metal. Sk. äó»15äóî813; Block C; sq. 45- 59äó»; stratum II. Cf. p. 149, no. 2 supra. (P1. 199, no. 34.) These are classi¥åÅed under one head, as two of them are frequently combined together. They take the form of short rods of bone, ivory, copper, bronze or lead, measuring from 3 to 6 in. in length. If required for smearing antimony or kohl round the eyes the rod is slightly clubbed; if required as a toothpick or nail- cleaner, it is pointed; if as an ear-cleaner, it is furnished with a tiny scoop. Some of the rods are clubbed at both ends; others have a club at one end and a point or scoop at the other; others have a point at one end and a scoop at the other. The earliest specimens found at Taxila date from the third, or possibly fourth, century 3.0.; the latest from the ¥åÅrst century AD. In the earliest specimens from the Bhir Mound, bone or ivory is used for the simple clubbed antimony-rod, copper for the antimony-rod and ear-cleaner combined. In the later specimens from Sirkap, bone, ivory, copper, bronze and lead are used for the antimony-rods; bone, ivory and copper for the combination of ear-cleaner and toothpick; and copper only for the combination of antimony-rod and toothpick. The combination of antimony-rod and ear-cleaner has not been found in Sirkap. Antimony-rods or kohläóîsticks, as they are sometimes called, were used in Egypt and the West from a very early age, and it is not unlikely that they and the ear-cleaners were introduced at TaXila by the Greeks. The usual Greek word for antimony was G'riuut or o¥åÅul. Ear-cleaners were called oäó»o'royluois by the Greeks, auriscalpz'um by the Romans. The clubbed antimony-rod was doubtless used also for ordinary painting under the eyes with lamp-black (í©äó»to¥å‰ohos). See äóÖ Copper and Bronzeäó», Class VIII, nos. 212äóî25, where references are given to similar Egyptian and Roman objects. Type a. Antimony-rods of bone and ivory. From the Bhir Mound and Sirkap.",199-34,Sk,2,1915,32
,,,,,,,,,,,
37,91,57,F," VII. Antimony-rods, ear-cleaners and toothpicks (nos. 3 5~42)","91,57","37. Similar, of ivory, with both ends clubbed. Length 5-87 in. Broken in middle. Sk. äó»26äóî 2,773; Block F; sq. 91-57äó»; stratum IV. (Pl. 206, no. 24.)",206-24,Sk,4,1926,32
,,,,,,,,,,,
38,63,57,D," VII. Antimony-rods, ear-cleaners and toothpicks (nos. 3 5~42)","63,57","38. Similar, of bone, broken at ends. Length 3-37 in. Sk. äó»24äóîI,456; Block D; sq. 63- 57'; . stratum III. Cf. p. 155 supra. Type I). Ear-cleaners and toothpicks combined. From the SakaäóîParthian strata in Sirkap only.",,Sk,3,1924,32
,,,,,,,,,,,
39,163,112,K," VII. Antimony-rods, ear-cleaners and toothpicks (nos. 3 5~42)","163,112","39. Combination of ear-cleaner and toothpick, of bone. Length 3-56in. Sk. äó»27äóî137; Block Käó»; sq. 163-112äó»; stratum III. Cf. p. 180 supra. (Pl. 206, no. 29.)",206-29,Sk,3,1927,32
,,,,,,,,,,,
40,,,D," VII. Antimony-rods, ear-cleaners and toothpicks (nos. 3 5~42)",,"40. Similar. Length 45 in. Sk. äó»29-I,742; Block Däó»; sq. 6588; stratum III. Cf. p. 191 supra. (Pl. 206, no. 27.)",206-27,Sk,3,1929,32
,,,,,,,,,,,
41,97,53,G," VII. Antimony-rods, ear-cleaners and toothpicks (nos. 3 5~42)","97,53","41. Similar, damaged. Length 337 in. Sk. äó»26äóî2,I8I; Block G; sq. 97-53äó»; stratum II. Cf. p. 169 supra.",,Sk,2,1926,32
,,,,,,,,,,,
42,75,54,E," VII. Antimony-rods, ear-cleaners and toothpicks (nos. 3 5~42)","75,54","42. Similar, of ivory, broken. Length 25 in. Sk. äó»13~I,168; Block E; sq. 75-54; stratum II. Cf. p. 162, no. I7 supra. ' Like the metal mirrors themselves (äóÖCopper and Bronze äó», nos. 208äóî1 1), mirror- handles come exclusively from Sirkap and are referable to the ¥åÅrst century B.C. and A.D. Mirrors are one of the many things introduced from the Greek Orient either by the Greeks themselves or by their successors, the Sakas or the Parthians. Their handles are made of both bone and ivory, and fall into two classes, viz.: (a) those decorated with ¥åÅgure-carvings in relief, and (1)) those turned on the lathe and decorated with mouldings and incised lines and hatching. Type a. Handles of mirrors carved in relief.",,Sk,2,1913,32
,,,,,,,,,,,
43,91,92,F," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","91,92","43. Bone handle, with the ¥åÅgure of a woman carved in relief on one side. She wears long ear ornaments, necklace with pendant, girdle, heavy anklets and bangles. The bone is hollow. For the anklets, cf. äóÖ Gold and Silver Jewelleryäó», nos. 148äóî65. Length 6-31 in. Sk. äó»28äóî2,483; Block F'; sq. 91-92äó»; stratum IV. Cf. pp. 135, I83 supra. (P1. 203, k.)",203-k,Sk,4,1928,32
,,,,,,,,,,,
44,72,75,," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","72,75","44. Similar, of rough workmanship. The womanäó»s hair is dressed in a plain mass on either side of head. Length 6-2 in. Sk. äó»37; sq. 72-75äó»; Main Street; stratum II.",,Sk,2,1937,32
,,,,,,,,,,,
45,85,89,F," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","85,89","45. Similar. Length 5-25 in. Feet and anklets missing. The woman wears a garland on her head, as in no. 47 and in numerous stucco and other ¥åÅgures of the Parthian period. The äóÖdiamond and reeläó» motif of her girdle resembles that found in stone carvings of the Early Indian School. Observe the long pendants on either side of the head, which, like those in no. 46, seem to be suspended from the headäóîdress, not from the ears. There is a socket-hole in the right top corner to take the tenon of the mirror. Sk. äó»28~I,777; Block Fäó»; sq. 8 5-89äó»; stratum II. Cf. p. 183 supra. (Pl. 203, l.)",203-l,Sk,2,1928,32
,,,,,,,,,,,
47,57,82,D," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","57,82","47. Handle of bone, broader than the preceding specimens, with male and female ¥åÅgures standing side by side. The male ¥åÅgure (to the left) wears a garment falling over his left shoulder, garland on head, bangles and girdle. The female wears her hair dressed in a double tier, crossed breast chain, bangles, girdle and anklets. The workmanship is crude and primitive. CH. 32] BONE AND IVORY OBJECTS 659 There are two socket-holes in the top. Size 437 x 237 in. Sk. äó»20äóî769; Block Däó»; sq. 57-82äó»; stratum 1. Cf. p. 191 supra. (P1. 203, n.) Type b. Mirror and other handles turned on lathe and decorated with mouldings and incised lines and hatching.",203-n,Sk,1,1920,32
,,,,,,,,,,,
48,45,45,C," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","45,45","48. Bone mirror(?) handle turned on lathe and decorated with incised parallel rings, mouldings and hatching. Length 3-37 in. Sk. äó»24äóî796; Block C; sq. 45'45äó»; stratum III. Cf. p. 149, n. 2 supra.",,Sk,3,1924,32
,,,,,,,,,,,
49,107,49,G," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","107,49","49. Similar. Length 287 in. 'Sk. äó»26äóî2,487; Block G; sq. 107'49äó»; stratum III. Cf. p. 169 supra. (Pl. 199, no. 49.)",199-49,Sk,3,1926,32
,,,,,,,,,,,
50,80,78,," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","80,78","50. Similar, with base-like end and more pronounced mouldings. Length 3-31 in. Sk. äó»17äóî 40; Seventh Street (west); sq. 80-78äó»; stratum II. (Pl. 199, no. 50.)",199-50,Sk,2,1917,32
,,,,,,,,,,,
51,172,55,K," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","172,55",51. Similar. Length 3-25 in. Sk. äó»14äóî219; Block K; sq. 172-55äó»; stratum II. Cf. p. 177 supra.,,Sk,2,1914,32
,,,,,,,,,,,
52,38,87,B," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","38,87","52. Similar, but smaller and with deeper mouldings, and transverse hole near bottom. This and the three handles following were probably not mirror-handles. Length 2 in. Sk. äó»12äóî400; Block Bäó»; sq. 38-87äó»; stratum II. Cf. p. 194 supra. (Pl. 199, no. 52.)",199-52,Sk,2,1912,32
,,,,,,,,,,,
54,16,98,A," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","16,98","54. Similar but plainer, with projecting tenon at one end and two holes pierced transversely across body. Length 231 in. Sk. äó»22äóî334; Block Aäó»; sq. 16-98äó»j stratum II. Cf. p. 195 supra. (P1. 199, no. 54.)",199-54,Sk,2,1922,32
,,,,,,,,,,,
55,125,68,H," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","125,68","55. Similar, with broken end. Length 212 in. Sk. äó»15äóî5 14; Block H; sq. 125-68äó»; stratum II. Cf. p. 170 supra. (Pl. 199, no. 55.)",199-55,Sk,2,1915,32
,,,,,,,,,,,
59,13,62,," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)","13,62","59. Similar, but of ivory and decorated on the back with incised parallel lines running the length of the handle. Length 4 in. Sk. äó»27äóî3 58; Trench D 85; stratum IV. (Pl. 200, g.) 6o. Irregular disk of bone with a number of punctured dots on one surface. Diam. 2-25 in. Bm. äó»30äóî1,126; sq. 13-62'; stratum IV. (Pl. 205, i.) 66o BONE AND IVORY OBJECTS [CH. 32 GROUP C. DOMESTIC ARTICLES Comprising knife-handles, spoons, stili, and spindle-whorls. These date from the Saka-Parthian period and are made of bone and ivory.","200-g, 205-i",Sk,4,1927,32
,,,,,,,,,,,
61,,,C, X. Handles of knives and other articles (nos. 61äóî6),,"61. Bone handle of a small knife. Length 2' 56 in. At one end there is a groove with three rivet holes for ¥åÅxing the blade; at the other a heart and circle design is fretted through the thickness of the handle. Sk. äó»12äóî1,014; Block C; sq. 44äóÖ64äó»; stratum III. Cf. p. 149, n. 2 supra. (Pl. 200, b.)",200-b,Sk,3,1912,32
,,,,,,,,,,,
62,97,65,G, X. Handles of knives and other articles (nos. 61äóî6),"97,65","62. Similar, of ivory, with a triratna at the butt-end of the handle. Length 281 in. Sk. äó»13äóî17; Block G; sq. 97-65äó»; stratum III. Cf. p. 169 supra. (Pl. 200, d.)",200-d,Sk,3,1913,32
,,,,,,,,,,,
63,15,87,A, X. Handles of knives and other articles (nos. 61äóî6),"15,87","63. Bone side-piece of a knife-handle decorated with incised circlets and chevrons. Near one end is an iron rivet. Length 3-12 in. Sk. äó»28äóî67; Block Aäó»; sq. 15-87äó»; stratum II. Cf. p. 195 supra. (Pl. 200, c.)",200-c,Sk,2,1928,32
,,,,,,,,,,,
64,106,73,, X. Handles of knives and other articles (nos. 61äóî6),"106,73","64. Similar, of ivory, Without decoration. Two holes for rivets. The ivory is burnt black, and part is broken. Length 225 in. Sk. äó»17äóî266; Main Street; sq. 106-73äó»; stratum II. (P1. 200, n.)",200-n,Sk,2,1917,32
,,,,,,,,,,,
65,,,, X. Handles of knives and other articles (nos. 61äóî6),,"65. Similar to preceding but decorated with incised circlets. Two holes for rivets. Length 281 in. Sk. äó»20äóî2; spoil earth; stratum II. (Pl. 200, e.)",200-e,Sk,2,1920,32
,,,,,,,,,,,
67,35,89,B," XI. Spoons (nos. 67, 68)","35,89","67. Spoon of bone with shallow bowl. The handle, partly broken, is ¥å‰at in front, convex at back. Length 4-25 in. Sk. äó»29äóî2,761; Block Bäó»; sq. 3 5-89äó»; stratum VI. Cf. p. 129 supra. (Pl. 200, h.)",200-h,Sk,6,1929,32
,,,,,,,,,,,
68,11,93,1," XI. Spoons (nos. 67, 68)","11,93","68. Similar, with leaf-shaped shallow bowl. Handle missing. Length 175 in. Sk. äó»22äóî163; Block 1äó»; sq. 11-93äó»; stratum II. Cf. p. 196 supra. (Pl. 200, k.) implements (nos. 69äóî81) With two or three exceptions all the bone and ivory stili, like the copper calami, come from Sirkap, and there can be no doubt of their western origin. The stilus was used for writing on wax; the calamus for writing with ink on parchment, birch-bark, etc. The average length of the stili is about 4-5 in., but some are considerably shorter, others considerably longer. Some have a ¥åÅne smooth point, others a ball point. In some, again, the butt is ¥å‰attened like a chisel for smoothing out the wax; in others it is rounded. The exceptions referred to were found in the Bhir Mound and date from the third or possibly fourth century B.C. One of them, no. 69, looks like one of the CH. 32] BONE AND IVORY OBJECTS 661 rough bone arrow-heads described below (nos. IO 5äóî7), but a tiny ball at the point leaves no doubt that, even if it was intended for an arrowäóîhead in the ¥åÅrst instance, it was converted into a stilus or modelling tool afterwards. The other (no. 70) is the usual kind of stilus with plain point and rounded butt, but somewhat heavier than the Sirkap examples. It should be added that the ball-pointed specimens may have served as modelling tools.I An example of a modelling tool furnished with such a ball point at one end is ¥åÅgured among some ancient Roman speci- mens from Arezzo in Bl¥åÅmner, Technologie, II, p. 110 and Schreiber, Atlas of Classical Antiquities, Pl. LXVIII, II.",200-k,Sk,2,1922,32
,,,,,,,,,,,
71,,,F," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling",,"71. Bone stilus, with plain point and ¥å‰attened butt. Length 4 in. Sk. äó»26äóî2,788; Block F; Sq. 89-50'; stratum III. For examples of classical stili with ¥å‰attened butts, cf. Schreiber, op. cit. Pls. X0, 5 and X01, 6. Cf. p. 166 supra. (Pl. 206, no. 31.)",206-31,Sk,3,1926,32
,,,,,,,,,,,
72,135,49,I," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","135,49","72. Similar, but with rounded butt. Length 4.5 in. Sk. äó»26äóî1,108; Block I; sq. 135-49äó»; stratum III.",,Sk,3,1926,32
,,,,,,,,,,,
73,45,40,C," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","45,40","73. Similar to no. 71. Length 393 in. Sk. äó»24äóî149; Block C; sq. 45-40äó»; stratum II. Cf. p. 149, n. 2 supra. (Pl. 206, no. 33.)",206-33,Sk,2,1924,32
,,,,,,,,,,,
74,168,99,K," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","168,99","74. Similar, but with tenon at head. Length 325 in. Sk. äó»15äóî933; Block Käó»; sq. 168'99äó»; stratum II. The tenon was presumably intended for ¥åÅxing an ornamental terminal such as that ¥åÅgured in Schreiber, op. cit. Pl. LXXXIX, 5. Cf. p. 180 supra.",,Sk,2,1915,32
,,,,,,,,,,,
75,145,47,J," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","145,47","75. Similar, but with rounded butt, roughly cut. Length 449 in. Sk. äó»26äóîI,437; Block J; sq. 145-47äó»; stratum II. Cf. p. 171 supra. (Pl. 206, no. 34.)",206-34,Sk,2,1926,32
,,,,,,,,,,,
76,41,53,C," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","41,53","76. Bone stilus (?) with ball point and ¥å‰attened butt. Length 4' 5 in. This and the following specimens may have served as modelling tools rather than writing stili. See above. Sk. äó»24äóîäóî502; Block C; sq. 41-53'; stratum III. Cf. p. 149, n. 2 supra. (Pl. 206, no. 36.)",206-36,Sk,3,1924,32
,,,,,,,,,,,
77,72,57,E," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","72,57","77. Similar, with ball point broken. Butt slightly ¥å‰attened. Length 56 in. Sk. äó»I3äóîI,345; Block E; sq. 72-57äó»; stratum II. Cf. p. 162, n. 1 supra. ,",,Sk,2,,32
,,,,,,,,,,,
78,129,40,I," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","129,40","78. Similar, with ball point and ¥å‰attened butt. Length 431 in. Sk. äó»26äóî2,009; Block I; sq. 129-40äó»; stratum II. Cf. p. 171 supra. (Pl. 206, no. 35.)",206-35,Sk,2,1926,32
,,,,,,,,,,,
79,118,49,H," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","118,49","79. Similar to preceding, but of ivory. Length 4 in. Sk. äó»15äóî395; Block H; sq. 118-49äó»; stratum II. Cf. p. 170 supra.",,Sk,2,1915,32
,,,,,,,,,,,
80,116,43,H," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","116,43","80. Similar, but of bone. Length 318 in. Sk. äó»15äóî248; Block H; sq. 116-43äó»; stratum II. Cf. p. 170 supra.",,Sk,2,1915,32
,,,,,,,,,,,
81,15,92,A," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","15,92","81. Similar, but with longer shaft, broken and rounded off, and well-made chisel-shaped butt. Length 612 in. Sk. äó»28äóî217; Block Aäó»; sq. 15'92'; stratum IV. Cf. p. 135 supra. (Pl. 200, m and P1. 206, no. 38.) Very few specimens of spindle-whorls made from bone or ivory have been found at Taxila, and all of them come from Bhir Mound strata of the fourth to third centuries 3.0. 1 It is noteworthy in this connexion that the Greek word ypoccpls is used for both a stile and a graver. MT 84 662 BONE AND IVORY OBJECTS [CH. 32",200-m and 206-38,Sk,4,1928,32
,,,,,,,,,,,
