,X,Y,block,class,coord,description,plate,site,stratum,year
155,,,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;",,"I 55. II. ’13—72; Mound C; 5 ft. below surface. Circular stand of green jasper from Jandial, turned on the lathe and highly polished, the workmanship being particularly ﬁne. Diam. 3 in. Probably of the Parthian period, though the ﬁndspot would point to a later date. (P1. 142.17.)",142.17,,,1913
156,47,94,C," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","47,94","I 56. Sk. ’30—547; Block C’; sq. 47-94’; stratum VII. Handle of mirror(?) 2-75 in. in length. It is made of dark grey hornblende-schist, and provided at the smaller end with a socket—hole for tenon. Found at a depth of 19 ft. and, unless a stray, is referable to the Bactrian- Greek or Maurya period. (Pl. 142, M1.)",142-M1,Sk,7,1930
157,39,25,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","39,25","157. Side-piece of a knife-handle, made of black and white hornblende-gneiss, 1°87 in. long. In it are three rivet-holes. Maurya period. Bm. ’20—1 12; sq. 39-25’; stratum II. (Pl. 142, ii.)",142-ii,Bm,2,1920
158,146,54,J," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","146,54","I 58, a, b. Two broken objects of marble, one white, the other grey—the purpose of which is unknown. Both come from the latest stratum in Sirkap and are similar in shape. N o. 158, a (Sk. ’28—I,461 ; spoil earth) is 3-12 in. long and furnished with three iron rivets on its underside. The other is 2'2 5 in. long and has no iron rivets. Sk. ’26—1, 120; Block J; sq. 146- 54'; stratum I. Cf. pp. I7I, 182 supra. (Pls. 142,jj; 203, h.)",,Sk,,1928
159,56,55,D," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","56,55","159. Ear-plug of rock-crystal made of two pieces with socket-hole in each. The front part is hexagonal; the back round. Length 0-87 in. The shape is generally similar to a lead ear-plug from the Bulandi Bagh at Patna, of Maurya date. (Pl. 147, r.) Sk. ’13—129; Block D; sq. 56' 5 5’; stratum II. (Pl. 142, j.)","147-r, 142-j",Sk,2,1913
160,,,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;",,160. Ear-reel of rock-crystal. Diam. 1-12 in. Probably suspended from the ear. Pippala ’21—189. Debris on north side of monastery.,,,,1921
161,63,118,D," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","63,118","161. Similar, of yellow jasper. Diam. I in. Highly polished. Sk. ’27—1,4o3; Block D'; sq. 63-118’; stratum II. Cf. p. 190 supra. (Pl. 142, gg.)",142-gg,Sk,2,1927
162,14,99,1," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","14,99","162. Similar, of red jasper with haematite streaks. Diam. I in. Length 125 in. Sk. ’29— 1,365; Block 1’; sq. 14-99'; stratum IV.",,Sk,4,1929
163,,,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;",,"163. Similar, of yellow riband jasper, polished. Diam. 0-65 in. Bm. ’30—378; stratum II.",,Bm,2,1930
164,,,F," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;",,"164. Similar, of banded agate, polished. Diam. 0-87 in. Length 0-62 in. Sk. ’13—376; Block F; sq. 93‘59'; stratum II. Cf. p. 166 supra.",,Sk,2,1913
165,,,D," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;",,"165. Ink—grinder of rock-crystal, square in section, with four heads carved in relief at the four corners. Handle on top broken. Size o-62xo-62, in. Dh. ’14-903. B27. 4ft. below surface. (Pl. 142, ee.) The weights found at Taxila are more than usually valuable, as they are the ﬁrst of their kind to be found in suﬂicient number for us to ﬁx their values with virtual accuracy, as well as the ratios which they bear to one another. These weights are invariably made of a hard stone—granite, hornblende—gneiss, pyroxene, diorite or chert—and are spherical in shape, that being, so far as we know, the usual shape then in vogue in Hindustan and other parts of India. In this respect they differ from the weights in use in prehistoric times, which are usually cubical in form,I 1 Cf. M.I.C. ch. XXIX, p. 589. «.9 CH. 25] STONE OBJECTS 509 though, in the case of larger weights, sometimes conical. Why a spherical weight should have been preferred to a cubical or conical one, is not apparent, since it is neither a convenient shape when the weights are being piled together in the scales, nor, on the other hand, would it have stood in the way of dishonesty, if anyone had wished to grind down their weights. Possibly there was some reason with which we are not now acquainted. Apart from their shape, there is another feature of these stone balls that requires particular notice, because it may have to be taken into account when calculating their original weight. Many of them have a small cylindrical hole drilled into their surface, which was probably made when the weights were being ofﬁcially checked, and left hollow, if the weight had to be reduced, or ﬁlled with lead, if it had to be increased. Some of the balls still retain this lead packing in their cavities; in others the cavities are hollow. We must not, however, take it for granted that the cavity was always hollow, since in the course of the ages, the lead may obviously have decayed or fallen out. Nor, on the other hand, must we take it for granted that any given cavity was necessarily intended to be ﬁlled or partly ﬁlled. It may have been made, merely to reduce the weight, when the balls were being ofﬁcially tested, this being the quickest means of achieving that end. In the same way modern iron weights often have circular cavities drilled out of their underside, which are either left hollow or ﬁlled with lead according as the weight has to be reduced or increased. Altogether, some ﬁfty-four spherical weights have been found at TaXila, but of these, two are evidently unﬁnished and eleven have their edges so rubbed or chipped that it is impossible to draw reliable conclusions from them. The remaining thirty- nine all come from Sirkap, twenty-ﬁve from the jeweller’s hoard in Block D’ (Sk. 933/56) ;I seven from another group (Sk. 729); and three from another (Sk. 225). In discussing them I shall deal ﬁrst with the series of twenty-ﬁve from the jeweller’s hoard, since these not only comprise the largest number, but belonging as they did to a jeweller, by whom they would no doubt be used for the weighing of precious metals, they are likely to have been more than usually accurate. . . It needs but a glance at the serial ﬁgures of these weights given below to perceive that the majority of them fall into a regular binary sequence of ratios. Thus, starting from the last and smallest unit no. 25, which is 51-5 gr. tr., the ratios of the last eighteen are, with one exception, as I, 2, 4, 8, I6, 32 and 64. The exception is no. 13, which has aweight of I ,07 5 gr. tr. equivalent to twenty times the smallest unit. Now, eliminating the two weights I6 and 23, which are damaged, and taking the average of the remainder, we ﬁnd that the unit works out at 523 gr. tr. or, allowing for wear and tear, say 53 gr. tr. This is the weight of the standard Indian punch-marked coin known as kdrshdpazta, and also one of the commonest units in the prehistoric weights of the Indus valley. The series of weights, then, should be, 53, 106, 212, 424, 848 (1,060), 1,696, 3,392 gr. tr. It may be that the loss from wear and tear I See vol. I, pp. 188—9. * MT 65 ﬂ             510 STONE OBJECTS [011. 25 Spherical weights from jeweller’s hoard in Sirkap (Cf. pp. 188-9.) Those marked with an asterisk have a small cavity sunk in their surface.     Sk. 933/56 gr. troy",142-ee,Dh,,1914
16,,,," XXVIII. Weights (Pl. 203, j)",,"I 6,393 —- *2 6,305 Chipped; part of lead ﬁlling in cavity",,,,
36,,,," XXVIII. Weights (Pl. 203, j)",,"3 6,159 Add 5 gr. for small chip *4 116 6,148 —— 5 {6,110 Add 40 gr. for chip",,,,
66,,,," XXVIII. Weights (Pl. 203, j)",,"6 6,030 —",,,,
75,,,," XXVIII. Weights (Pl. 203, j)",,"7 5,480 — *8 6 {3,362 — *9 4 3,3 54 Some ﬁlling preserved *10 1,686 Ditto *11 32 1,671 —",,,,
121,,,," XXVIII. Weights (Pl. 203, j)",,"12 1,669 ——",,,,
131,,,," XXVIII. Weights (Pl. 203, j)",,"13 I,075 ““ *14 840 Some ﬁlling preserved *15 » 16{808 —— *16 803 Damaged I7 430 '— ’*18 8 4.16 — *19 {409 -— 20 210 —— *21 {208 Some ﬁlling preserved 22 4 204 — 23 195 Damaged",,,,
24,,,," XXVIII. Weights (Pl. 203, j)",,"24. 2 109 ~— 25 1 51-5 —           was somewhat greater than the small allowance of 0-7 gr. tr. made for the smallest unit, but having regard to the heavier weights, it seems unlikely that it could have been much greater; had it been so, the wear and tear in their case would have been excessive. Comparing these calculated ﬁgures with the individual weights, we see that, out of the last eighteen items in the series, there are only two whose weight exceeds the ﬁgure calculated, viz. nos. 17 and 24, the former being 6 gr. in excess of 424 and the latter 3 gr. in excess of 106. This is a very slight error when we consider the great irregularities in the weights of coins belonging to one and the same issue, and the diﬁiculty of determining exact weights with the kind of scales or other instruments which were then available. Moreover, it is to be noticed that these two are among the weights which have no cavities in them, and it is quite possible, therefore, that they had not passed the ofﬁcial test. So far, then, the sequence of ratios is clear; but the remaining items of the list, viz. nos. 1—7, offer more difﬁculty. Taking no. 7 ﬁrst, it is to be noted that this weight is a particularly well-preserved one, without chip or cavity, and that there is no allowance, therefore, to be made except for ordinary wear and tear, which with a heavy ball such as this may be put down at, say, 20 or 30 gr. The ratio, then, which this weight evidently represents is the 104th in the series, having a calculated weight of 5,512 gr. tr., as compared with the actual weight of 5,480 gr. tr. or 5,510, CH. 25] STONE OBJECTS 511 if we allow 30 gr. for wear and tear. We shall see presently that we have some smaller weights with the ratio 13, and evidently this weight was intended to be a multiple of those, 13 X 8 equalling 104. No. 6, with a weight of 6,030 gr. tr. is also a well-preserved weight, without cavity or chip, and the ratio that it represents is the I 14th with a calculated weight of 6,042 gr. tr. Nos. 5 and 3 are both chipped, the loss in the former being some 40 gr. and in the latter about 5 gr. Seemingly, therefore, these and no. 4 are to be grouped together, the ratio to which they belong being the 1 16th, with a calculated weight of 6,148 gr. tr. There remain nos. I and 2, with weights, respectively, of 6,393 and 6,305 gr. tr. The second is chipped and has a cavity, which is only half- ﬁlled with lead. For this and the chipping an addition of 50 to 60 gr. may be made. This weight, therefore, may be taken to belong to the 120th ratio group with a calculated weight of 6,360 gr. tr. The other, though 33 gr. in excess, probably belongs to the same group. The whole series, then, of these twenty-ﬁve balls from the jeweller’s hoard presents the following ratios and weights: (gr. tr.) (gr. tr.) (gr. tr.) 1: 53 16: 848 104:5,512 2: 106 20: 1,060 114:6,042 4:212 32:1,696 116:6,148 8:424 64:3,392 120:6,360 The other twelve weights from Sirkap, which are in a good state of preservation, fall into the same scale but give us three more ratios, viz. 11, 13 and 60. They are as follows: Calculated weight Weight Ratio (gr. tr.) 26. Sk. 729, 4:3,100 60 3,180 27. Sk. 729, b=3,092 60 3,180 28. Sk. 1,679 =3,019 60(?) 3,180 29. Sk. 225, a: 1,686 32 1,696 30. Sk. 225, b: 844 16 848 31. Sk. 729, c: 829 16 848 32. Sk. 729, d: 671'5 13 689 33. Sk. 729, e: 669 13 689 34- Sk. 729. f= 555 II(?) 583 35- Sk- 376 = 419 8 424 36. Sk. 225, c: 417 8 424 37. Sk. 729, g: 205 4 212 Nos. 26 and 27 would correspond more closely with the ratio 59, but it seems more likely that the ratio is 60, particularly as we have the ratio 20 in the ﬁrst series, and that the diﬁerence is due to wear and tear. The same remark applies also to no. 28. No. 34, with a weight of 555 gr., might be in a ratio of 10 or 11, but, whereas in the former case we should have to explain away a surplus of more than 25 gr. over the calculated weight, in the latter a shortage of 28 gr. can easily be accounted for by wear and tear. The remaining ball weights from TaXila, which are too much rubbed or damaged 65—2 512 STONE OBJECTS [CH. 25 to be taken into the above calculations, are given below. Like the others, they are made of granite, hornblende-gneiss, pyroxene and diorite. (gr. tr.) (gr. tr.) 38. Sk. 190 52,381 45. Sk. 906 6,486 39. Sk. A733 19,980 46. B111. 48 6,384 40. B111. 618 9,304 47. Bm. 994 6,324 41. Sk. 41 8,306 , 48. Bm. 29 6,009 42. Bm. 295 8,174 49. Bm. 1,388 3,073 43. Sk. A731 7,978 50. Bm. 607 2,927 44. Bm. 1,472 7,896 The above weights show a remarkably close correspondence not only with those of the punch-marked coins (kdrshdpazza) of the early historic period, but also with the prehistoric weights of the third and fourth millennia B.C. found at Mohenjo- dam and Harappﬁ. The latter follow a binary system, like those of Taxila, in the smaller weights and then decimal, the succession of weights being in the ratios I, 2 (% x 8), 4, 8, I6, 32, 64, I60, 200, 320, 640, 1,600. The commonest weight, of the ratio 16 in this series, has a mean calculated value of 211-5 gr. tr.,I which to all intents is identical with the corresponding weight at Taxila of something under 212 gr. Similarly, the fourth in the Indus series has an average weight of 52-87 5 gr., which is only one-eighth of a grain different from the mean calculated average of the corresponding weight at TaXila. It is quite evident, therefore, that these weights had come down from an immemorial antiquity in India—and it is natural to ﬁnd them employed for the silver kdrshdpana coinage which was current in the third century B.C. throughout the Maurya Empire. The commonest and most widely diffused of these ka'rshdpazzas averaged, under the Mauryas, between 51-5 and 52-5 gr., although good specimens exist as high as 54 and as low as 50 gr.2 It was only in the North-West of India, which had come under Persian inﬂuence during the rule of the Achaemenids, that a somewhat heavier ka’rshdpazza was used, weighing some 56 gr. or more, the purpose of increasing it to this weight being to equate it with the Persian szgloz’, two of which would go to three of these heavier kdrshdpazzas. I Cf. Hemmy in ch. XXIX of M.I.C. p. 596. 7' John Allan in BM. Cat. of Early Indian Coins, pp. clxi sq. Cf. also Sir W. Elliot, ‘Coins of Southern India’ (Int. Numis. Orient), p. 49.",,Sk,,
