,X,Y,block,class,coord,description,plate,site,stratum,year
135,75,93,E,,"75,93","I3 5. Mutilated relief showing a line of ﬁve anchorites——the one on the right being headless. All have long, twisted locks falling on either side of the head. Two are young and clean—shaven, one is bearded, another has a moustache. The one on the left holds a ﬂask in his left hand. Two of the older men have spotted deer-skins over the left shoulder. All have the right hand upraised in front of the body, the centre one placing it on the right shoulder, like the tirthaukara in no. 130 supra. They watch with seeming wonderI the progress of another young anchorite, borne along, suspended head downwards, on a long pole carried on the shoulders of two com- panions. The pole-carrier on the right wears a short skirt; the one on the left is defaced. The suspended ﬁgure grasps the pole with his two hands, with his knees around the pole and the feet extended upwards. There are traces of another ﬁgure behind the pole-carrier on the right. Tenon on upper edge. A unique relief. Of micaceous schist. Height 13-25 in. Cf. pp. 184, 693—4 supra; A.S.R. (1927), P1. XIX, 2. Sk. ’27—82; Block E’; sq. 75-93’; stratum I. (Pl. 222, no. 135.)",222-135,Sk,1,1927
136,,,,,,"I36. Fragment of relief showing a rocky landscape. On the left, on a rocky ledge, stands a slim youthful ﬁgure clad in a dhotz', the body bent backwards from the hips, the hands holding up, with obvious effort, a large and seemingly heavy, circular, defaced and indeﬁnable object which another ﬁgure, on a higher ledge to the right, seems either to push forward or to sustain in position with his outstretched arms. The tense attitude and the contracted muscles of the lower ﬁgure are admirably rendered. In the foreground, to the right and left, are traces of two ﬁgures, the former apparently haloed. On the upper edge are traces of a frieze consisting of a ﬂat reel—and—bead moulding above a scroll of vine-leaf ornament. Of phyllite. Height 22' 5 in. Dh. ’14—C451. (Pl. 222, no. 136.)",222-136,Dh,,1914
137,,,,,,"I37. Fragment from extreme left of a relief showing a now headless ﬁgure in the abandon— ment of grief (1""). He kneels on his left knee, his right leg ﬂexed, with his foot touching the left knee, toes on the ground and body supported by the edge of the panel. The attitude is suggestive of Vajrapani in Parinirvana scenes such as A.G-B.G. ﬁgs. 279—80, but the loss of both hands robs this attribution of certainty, while doubt is also engendered by what is evidently the remains of a necklace. Of phyllite. Height 8.25 in. Dh. ’12~335; I2; 3 ft. 8 in. below surface. Cf. p. 245 supra.",,Dh,,1912
138,,,,,,"138. Fragment of a relief showing the cremation of the Buddha and also half of the oil receptacle, taila-drom', which formed the coﬂin. This stands on a stone pedestal with a saw- tooth moulding on the upper and lower edges. Tongues of ﬂame lick the base of the taila-drozu' and ﬁercer ﬂames arise from the surface. Two of the riveted plates joining the two pieces of the coﬂin are clearly marked. Cf. A.G-B.G. ﬁgs. 285~7. Of phyllite. Height 837 in. Dh. ’14—959; chapel D12; on top of wall. Cf. p. 249 supra. (Pl. 222, no. 138.)",222-138,Dh,,1914
139,,,,,,"139. Head and chest of a wild, coarse-featured ﬁgure, with short hair and large staring eyes, bearing a load on his shoulders. The attitude is reminiscent of Greek ﬁgures carrying an animal by the legs. Cf. A.G-B.G. ﬁg. 324. Of phyllite. Height 5-87 in. Dh. ’12—778; between L and D 3; 5 ft. 6 in. below surface. Cf. p. 251 supra.",,Gr,,1912
140,,,,,,"140. Fragment from the left side of a relief. The stone is much damaged but traces of the haloed head and surmounting royal parasol of the Bodhisattva still remain, as well as one of his long, impearled ear-rings. Behind his right shoulder is a youthful curly-haired Vajrapani, grasping the middle of his 'zJajra in his right hand. Vajrapani is fully clothed and has a large circular brooch at the neck of his robe in front. Of phyllite. Height 13- 5 in. Cf. p. 249 supra; A.S.R. (1914), P1. IX, c. Dh. ’14—804; B17; 5 ft. 6 in. below surface.",,Dh,,1914
141,,,,,,"141. Relief depicting the haloed Buddha seated, under a pipal(?) tree, on a draped and cushioned throne, his right hand in abhaya-mudra‘, his left grasping the edge of his robe in his lap. On his left are two personages of high rank, the nearer with ﬂexed right hand upraised in I It is to be noted, however, that round, staring eyes are a characteristic feature of the early period of Gandhara sculpture to which this relief belongs. Vide no. I 3 supra. 722 STONE SCULPTURES [CH. 36 salutation, the other with hands clasped in adoration. In the upper background, to right, is another ﬁgure with his back turned to the spectator and right arm raised. On the Buddha’s right stands a bearded Brahman with right hand extended as in salutation, a water-pot (kamauglalu) in his left hand. His right shoulder is bare and his robe consists of a black-buck skin with the horns still attached and pointing upward. The general composition is suggestive of the Adhyeshaua, but neither the Brahman (P representing Brahma) nor the personage of high rank (P representing Indra) are making the traditional gestures of entreaty, and moreover the usual place of Brahma in this episode is on the Buddha’s left. Of phyllite. Height 95 in. Dh. ’12—583; 12; 3 ft. 8 in. below surface. Cf. p. 255 supra. (Pl. 224, no. 14.1.)",224-14.1,Dh,,1912
142,,,,,,"142. Image of the Bodhisattva Maitreya standing on a pedestal, the front of which is supported at the corners by Corinthian pilasters and embellished by four ﬁve-petalled eglantines. The ﬁgure wears two garments, one tied at the waist and falling in graceful folds to the ankles. The cord of this robe is clearly indicated beneath the upper garment. The latter, of lighter texture, is draped from the left shoulder so that it covers all the right side except the arm, shoulder and upper chest. The two ends are brought to the left shoulder, the front one con- cealing the left upper arm and hanging behind in stiff folds; the other end is brought from the back over the left shoulder, under the armpit and pulled across the back to the right side and then brought to the front over the right and left forearms to hang below the waist in a pleasing loop. The hair is tied above in a loop, as in the Apollo Belvedere; below, it is bound by strings of beads with a cylindrical clasp in front. Save for a moustache, the face is clean-shaven. The large, heavy ear-rings have a lion’s head ornament at the pierced lobe. The other jewels comprise a ﬂat jewelled collar, a ﬂexible shoulder chain, bejewelled at intervals, a similar necklace hanging to the right of the chest and a breast—chain passing over the left shoulder and under the right arm, to which two cylindrical amulet-holders are attached. In front of the body and over these, outside the upper garment, a necklace of thick, ﬂexible chainwork terminates in an ornament on which two winged females, facing, hold between them, by cords, a cylindrical gem. On each arm is a trefoil armlet with straight base, the one on the left arm indicated under the tightly drawn drapery. The left hand is lost with the water-pot (kamaudalu) it once held. From the mortice in the right forearm it is clear that the missing portion was originally a separate piece, a device economical of labour and material. The ﬁgure wears sandals with jewelled lacings. The urud is represented as a small circular projection. Of the halo only traces remain. Of phyllite. Height 40 in. Mm. ’15—121; from cell no. 8. Cf. p. 362, no. 9 supra; A.S.R. (1915), P1. XXIV, a and Marshall, Guide to Taxila, P1. XXIV. (Pl. 223, no. 142.)",223-142,Mm,,1915
143,,,,,,"143. Image of the Bodhisattva Maitreya, haloed and standing on a defaced pedestal. The ﬁgure is moustached, the curled hair, dressed high above, falling wig-like on either side, as in Brahma ﬁgures (cf. A.G-B.G. ﬁg. 212). The two garments resemble those in no. 14.2 supra, but the upper is brought twice to the right side, not held by the two arms, and both ends ﬁnish on the left side, one in a heavy tassel by the left hand. No urua is indicated. The right hand was in abhaya-mudrd, the left holds a ﬂask (kamaudalu) close to his side. The ornaments comprise a collar of unusual design, a necklace of ﬂexible chain work with ornate terminals, armlets, bracelets and heavy beaded ear-rings. Of phyllite. Height 34 in. Mm. ’15—1 18; cell no. 8. Cf. p. 362, no. IO supra; A.S.R. (1915), P1. XXIV, d. (Pl. 224, no. 143.) 144. Image of the Bodhisattva Maitreya in two pieces, standing on the ﬂat seed-vessel of a full-blown lotus. Head lost. Wears a dhoti gathered in a thick roll round the hips; a narrow shawl, wound round the left shoulder, is brought to and round the right hip to fall in a graceful loop in front of the thighs. Feet are bare. Wears a jewelled collar, thick necklace and armlet, indicated under drapery of left upper arm. The right arm and left hand are missing, but the kamaua’alu, held in the latter, is still preserved. Cf. A.G-B.G. ﬁgs. 418—20. Of phyllite. Height 14~Io in. Kn. ’31—388/577; front of A15; 3 ft. 5 in. below surface. Cf. p. 330 supra. (Pl. 224, no. 144.) CH. 36] STONE SCULPTURES 723","224-143, 224-144",Mm,,1915
145,,,,,,"145. Head of elderly monk from a relief. Clean-shaven head and face. Strong, heavy features with small, tight-lipped mouth, heavy eyebrows, furrOWed brow. Of phyllite. Height 3-2 in. Dh. ’14—331; west of main stﬁpa, in debris.",,Dh,,1914
146,,,,,,"I46. Fragment from left of relief showing head and torso of a moustached ﬁgure, face turned half—right. On the head is what at ﬁrst sight looks like the braided locks (jatd) of a Brahman ascetic, but is in reality a turban of tightly twisted cloth. (Cf. P1. I49, c, d,- e, h.) The ﬁgure wears a necklace and ear-pendant with cylindrical end. The defaced right hand is raised to the breast in salutation; the left is lost. On the left shoulder are traces of drapery. The feet of this ﬁgure are on a separate piece of stone, 7 in. high. (Dh. ’I3—I,373.) Of pale greenish grey mica schist. Height I3~ 5 in. Dh. ’13—2,010; B 5; south wall; 2 ft. 6 in. below surface. Cf. p. 249 supra.",,Dh,,1913
147,,,,,,"I47. Head of Indra from a relief. Moustached. Round the head, above the forehead, is a Chaplet, consisting of four strings of beads broken at intervals by ﬁve-petalled roses. Above this rises a head—dress, in the form of an inverted, truncated cone, embellished by incised diamond pattern. The only visible hair falls below the Chaplet to the, now missing, ears. Nose damaged. Of phyllite. Height 4 in. Dh. ’12—1, 567; between L and D 5; 4 ft. 3 in. below surface. Cf. p. 251 supra. (Pl. 225, no. 147.)",225-147,Dh,,1912
148,,,,,,"I48. Fragment from left of a relief. Beneath a stylised canopy of leaves, arranged in circles round a central boss, is the head of a youthful Indra, facing right. His head-dress resembles a close-ﬁtting cap, crowned by an inverted, truncated cone, embellished as in preceding example. Round the base of the cap is a circlet of gadrooned beads. The only visible hair falls below the cap to the right ear. Of phyllite. Height 8 in. Dh. ’13—70; between L and D 5; 5 ft. 6 in. below surface. Cf. p. 251 supra. (Pl. 224, no. I48.)",224-I48,Dh,,1913
149,,,,,,"I49. Fragment from right of a relief showing Indra’s head, moustached, face turned slightly to the right. His head—dress consists of a low-crowned hat ornamented with a much-defaced ﬂoral design and, below it, a Chaplet of (P) beads. Beneath the latter appears a narrow line of hair. A heavy ear—pendant and jewelled collar are still intact. Of phyllite. Height 575 in. Dh. ’12—1 5 5; between L and D 5; 2 ft. 3 in. below surface. Cf. p. 251 supra.",,Dh,,1912
150,,,,,,"150. Fragment of relief showing Indra’s head, moustached. Nose, chin and left eye are damaged. Head—dress resembles that of no. 149 supra, and consists of a low-crowned hat rising above a Chaplet. The hat is decorated with small, framed panels containing alternately a ﬁve- petalled eglantine and a pair of human ﬁgures. Of phyllite. Height 4-25 in. Dh. ’Iz—C I74.",,Dh,,
151,,,,,,"I 5 I. Fragment of relief showing Siva clad in dhotz', standing with his back to his bull, which has its lowered head to Siva’s right. All of Siva, above the waist, is missing, as is also the bull’s back. Of rough workmanship. Cf. A.G-B.G. II, Pl. V, I6, 18, and A.S.R. (1915), p. 8, no. 32. Of phyllite. Height 6.25 in. Dh. ’I5—I,5o7; U I east; 8 in. below surface.",,Dh,,
152,,,,,,"I 52. Relief showing the Bodhisattva Siddhartha haloed and standing, right hand in abhaya- mudrd, left on the hip. Over his head is a parasol, the edge adorned with a beaded border and looped fringe with pendent bells. The ﬁgure is clad in a skirt tied at the waist; a light scarf hangs from the left shoulder, across the chest and round the right thigh, leaving the chest bare. The feet are lost. On his head is an elaborate turban with high, circular, frontal ornaments. (Cf. A.G-B.G. I, frontispiece.) Against the halo are seen the short ends of the ribbon which ties the turban. Long ear-pendants, jewelled collar, ﬂexible necklace and bracelets are his ornaments. By the Bodhisattva’s left side stands a small, female ﬁgure in easy attitude, left hand on hip, left foot brought behind the right, toes to the ground, heel upwards. The lost face is turned upwards to the Bodhisattva, right hand upraised, as if in salutation. She wears a collar, necklace, bracelets and anklets. By the Bodhisattva’s right shoulder, the left arm and vajra of Vajrapani are seen; by the left shoulder traces of another ﬁgure. The presence of Vajrapani is abnormal, for he ﬁrst appears in scenes of the Renunciation, which is not that represented here. It is possible that he may be part of a missing scene to the left, not connected with the Bodhisattva ﬁgure. The small, female ﬁgure is also unusual and is not in the customary 724 STONE SCULPTURES [CH. 36 attitude of a donor. Of phyllite. Height 42 in. Cf. pp. 239, 251 supra; A.S.R. (1912), P1. VIII, c. Dh. ’12—105; from praa'akshirra near L; 4 ft. below surface. (Pl. 225, no. 152.)",225-152,Dh,,1912
153,,,,,,"153. Fragment of relief showing a standing ﬁgure of Bodhisattva type. The two garments are draped as in no. 152 supra, and the defaced head-dress was of similar form. No indication of halo. Both forearms are lost. The damaged feet are bare. Heavy ear-rings, necklace, amulet chain and armlets adorn the ﬁgure. Of phyllite. Height 11-25 in. Cf. p. 271 supra; A.S.R. (1915), p. 7, no. 24. Dh. ’15—1,137; P8, north; 6 ft. below surface.",,Dh,,1915
154,,,,,,"154. Square slab of slate showing, inside square framing, the footprints of the Buddha within a circular lotus border. Execution inferior. Size 3 x 3 x 125 in. J1. ’12—237; Mound C; 2 ft. below surface.",,,,1912
155,,,,,,"15 5. Head of clean-shaven male. Of speckled red sandstone. Style and material proclaim it a product of the Mathura School. Eyes half-closed. Thick lower lip. Appears to wear close- ﬁtting cap with long ends ﬁnishing by the ears, and two bosses on the top. Ears lost. Height 4-75 in. Cf. A.S.R. (1915), p. 7, no. 16. Dh. ’15—371; mon. court A; 11 ft. below surface. Cf. p. 278 supra.",,Dh,,1915
156,,,,,,"I 56. Buddha head of phyllite, without halo. N0 mm, but this may have been lost by damage to the forehead. Eyes almost closed. Head and ushm'sha covered by schematic curls. Height 5.75 in. Cf. p. 278 supra; A.S.R. (1915), Pl.vV, f. Dh. ’15—1,185; mon. court A; 8 ft. below surface. (Pl. 225, no. 156.)",225-156,Dh,,1915
157,,,,,,"157. Image of the Buddha, haloed and standing on a low pedestal with chamfered corners, the front embellished by three four-petalled eglantines separated by honeysuckle ornaments. The ﬁgure is clothed to the neck, the saugha'ﬂ upheld by the right arm revealing the side and lower edge of the under-garment (antara—vasaka). The right hand is in abhaya-mudra; the left, now lost, held the edge of the robe. The hair is treated naturally in waves. The mm is a circular projection. The ﬁngers of the damaged right hand are joined below the ﬁrst joint. Left knee is indicated under the drapery. Of quartz mica schist. Height 20' 5 in. In. ’18—F 588; chapel E2. Cf. p. 384 supra. (Pl. 225, no. 157.)",225-157,,,1918
158,,,,,,"158. Standing image of the Buddha. Feet, ankles, right hand and most of the halo lost; nose and left hand damaged. The ﬁgure is clothed as in no. I 58 supra, the upraised right forearm lifting the sarigha'ﬂ and exposing the right side and hem of the antara-vasaka. Hair in natural waves, so that the circular and somewhat ﬂattened ushru'sha, bound at its base by a narrow cord, looks like a natural dressing of the hair. The face is moustached. The left hand touches the robe; the right is raised in abhaya-mudra. The left knee is indicated under the robe. Of phyllite. Height 37 in. Cf. p. 239 supra; A.S.R. (1912), P1. VIII, a. Dh. ’12—C 60. (Pl. 225, no. 158.)",225-158,Dh,,1912
159,,,,,,"159. Head of Buddha image, moustached. Ears lost. No halo. Urrui is a circular projection. Hair, treated semi-naturally, covers the head and ushru'sha, the latter bound at the base by a double string of beads with a large circular central boss. Cf. A.G-B.G. ﬁg. 451. In the widely opened eyes the pupils are indicated. Of talcose chloritic schist. Height 5 in. Mm. ’15—231; near steps of monastery; 12 ft. 6 in. below surface. Cf. p. 362, no. 11 supra.",,Mm,,1915
160,,,,,,"160. Image, in two pieces, of the Buddha, haloed and standing on a lotus pedestal. Face damaged, both hands and part of the halo lost. The ﬁgure, like no. 157 supra, is somewhat squat and similarly robed. Right hand was in abhaya-mudra; the left is by his side. Cf. j’u. Mem. p. 40, no. 2. Of phyllite. Height 25 in. In. ’16—1 53; right side of entrance to monastery opposite E2; 10 ft. below surface. Cf. p. 384 supra.",,,,1916
161,,,,,,"161. Head of pale grey micaceous schist resembling that of no. 89 supra. The much- damaged face is full, the eyes wide-open and slanting. In place of hair the face is framed by a wig-like head-dress of lotus leaves similar to that in no. 13 supra but of better execution. Probably early Gandhara work of ﬁrst century A.D. Height 6-5 in. Dh. ’15—1,344; mon. court A; 12 ft. below surface. Cf. p. 278 supra. (Pl. 225, no. 161.)",225-161,Dh,,1915
162,,,,,,"162. Head of princely ﬁgure, without halo or urrui, probably of the Bodhisattva Siddhartha. Wears an elaborate turban with large fantail ornament in front, seemingly jewelled. A large 4 CH. 36] STONE SCULPTURES 725 cylindrical gem on the forehead connects the cords of the turban. In the right ear, the only one fully preserved, is a heavy beaded ear—pendant. Of phyllite. Height 6-37 in. Dh. ’16—1,019; east side of L; 3 ft. 2 in. below surface. Cf. p. 251 supra. (Pl. 226, no. 162.)",226-162,Dh,,1916
163,,,,,,"I63. Buddha head of chloritised mica schist. Face is full and clean-shaven; the eyes prominent. Halo and ears are lost. Urud is a circular projection. Small schematic curls cover the head and a cord binds the base of the ushm'sha. Cf. no. 159 supra. Height 4-75 in. Kn. ’31— 305; court F, in front of cell 1; 4 ft. below surface. Cf. p. 336 supra.",,Kn,,1931
164,,,,,,"164. Fragment of chloritised mica schist showing the head of a princely ﬁgure of the Bodhi- sattva type. No halo or Mat. The face is somewhat ﬂat, the pupils of the eyes indicated, the moustache long and drooping. The head-dress is the usual turban with jeWelled bands and high central ornament. Height 4:37 in. Dh. ’15—374; mon. court A; 11 ft. below surface. Cf. p. 278 supra.",,Dh,,1915
165,,,,,,"165. Female head, probably end of anteﬁX or bracket. The features are lost but the hair is treated in an unusual and interesting fashion, being plaited in four bands, each of ﬁve or more strands, to form a long tail which falls to the nape of the neck, where it is bent upwards again and ﬁnishes in four tassel-like ends which are again turned downwards. Round the brow, below the hair, is a Chaplet which ends behind the ear in a circular ornament. Of pale mica schist, probably of ﬁrst century AD. Height 7-37 in. Dh. ’13—1,211; D8; I ft. 6 in. below surface. Cf. p. 24.9 supra.",,Dh,,1913
166,,,,,,"166. Small head of monk from left of a relief, the face turned half-right. The face, slightly damaged, is of an ageing person, cheeks sunken and two deep furrows on the brow. Of phyllite. Height 2-62 in. Cf. A.S.R. (1915), p. 7, no. 12. Dh. ’15—1,215; mon. court A; 10 ft. below surface. Cf. p. 278 supra. (P1. 226, no. 166.)",226-166,Dh,,1915
167,,,,,,"167. Head of princely ﬁgure from end of anteﬁx or false bracket. Cf. A.G-B.G. ﬁg. 12 and no. 1 1 supra. Eyes staring, long drooping moustache. The head—dress is an elaborate turban of three narrow bands separated by rows of beads with a prominent ornament in front, round which is looped the lowest band, thus revealing a little of the straight hair above the middle of the brow. Of talcose phyllite, of peculiarly silky texture. Height 8-1 in. Dh. ’13—396; D4; 1 ft. below surface. Cf. pp. 693—4 supra. (Pl. 226, no. 167.)",226-167,Dh,,1913
168,,,,,,"I68. Buddha head of phyllite. Nose and left ear damaged. Hair is treated in natural waves over the head with a somewhat conical ushra'sha. No halo. Height 5 in. Dh. ’12—C 60, a.",,Dh,,1912
169,,,,,,"169. Head of princely ﬁgure, nose damaged, right ear lost. Of the Bodhisattva type, but with no halo or urud. The elaborate turban has ornamented side projections as well as high frontal ornament, giving it a more crown-like appearance than is usual. Of phyllite. Height 3 in. ' Dh. ’14—698; P4, north side; on ﬂoor-level. Cf. p. 267 supra.",,Dh,,1914
170,,,,,,"I70. Two heads of phyllite. (a) Head of wild-looking Vajrapani. Hair thick and unkempt, beard short and thick. Eyes wide, pupil indicated. Nose damaged. Trace of vajra by right ear. Height 3-12 in. Dh. ’16—971; mon. court A; in spoil earth. (1)) Head of monk. High forehead; long face tapering to chin; mouth small and compressed; nose broad and drooping at the tip; pupils indicated. Height 2-75 in. Dh. ’16—210; mon. court A; 4 ft. 6 in. below surface. Cf. p. 278 supra.",,Dh,,1916
171,,,,,,"171. Head of princely personage with elaborate jewelled turban, having large, high, central ornament. Slight moustache. Nose broad and slightly drooping at the tip, as in no. 170, 1) supra. Of phyllite. Height 3- 5 in. Dh. ’12—2,349; D3; 4 ft. 3 in. below surface. Cf. p. 251 supra.",,Dh,,1912
172,,,,,,"172. Head of an elderly monk from a relief. Very heavy features, face full and round, lips thick and nose broad at the tip; two furrows on the brow. Of phyllite. Height 2-25 in. Dh. ’13—C 117.",,Dh,,1913
173,,,,,,"173. Head, from a relief, of a Brahman novice (brahmacarin). The long hair is drawn up to a pointed loop above the forehead. Cf. A.G-B.G. ﬁg. 430. In all probability Megha (Sumati) from a representation of the Dz'parlkara fataka. Of phyllite. Height 3' 5 in. Cf. A.S.R. (1915), p. 7, no. 22. Dh. ’15—1,381; P2, south; in debris. Cf: p. 267 supra. MT 92 726 STONE SCULPTURES [011. 36",,Dh,,1915
174,,,,,,"I74. Fragment of phyllite showing the defaced head of the Boddhisattva. The features are almost lost but the large and elaborate turban with high, frontal ornament is fairly well pre- served. Over the head is a canopy with bells suspended from the loops of a garland-like fringe, presumably part of the royal umbrella. Possibly from a representation of the Renunciation. Cf. A.G-B.G. ﬁg. 183. Height 14in. Cf. p. 278 supra; A.S.R. (1915), p. 7, no. 10. Dh. ’15— 1,162; mon. court A; IO ft. below surface.",,Dh,,1915
175,,,,,,"17 5. Head of Bodhisattva. No halo but urud represented by small circular projection. Eyes closed. Nose and mouth damaged. Wears an elaborate, jewelled turban with high frontal fantail ornament. Traces of slight moustache and heavy ear—pendant in left ear. Of phyllite. Height 6in. Cf. p. 278 supra; A.S.R. (1915), p. 7, no. 15. Dh. ’15—881; mon. court A; 5 ft. 6 in. below surface.",,Dh,,1915
176,,,,,,"176. Head of haloed, moustached ﬁgure with hair arranged in wig-like fashion round the head but drawn into a small topknot tied at the base. The type is that of Brahma, but is some- times adopted for the Bodhisattva. Cf. no. 93 supra. No urud. Eyes large and well open. Cf. A.G-B.G. ﬁg. 212. A hollow at the back. Of phyllite. Height 537 in. Bj. ’24—14; 83; 6 ft. below surface.",,,,1924
177,,,,,,"177. Head of Bodhisattva ﬁgure. No halo. Urud a small circular projection. Nose damaged. Half-opened eyes, somewhat prominent. The head is treated like that of the Buddha, with high, domical ushru'sha; instead of the usual heavy turban, it is covered by a network of strings of pearls, gems and ornaments. Of chloritised mica schist. Height 5 in. Kn. ’31—467; south of A4; 4 ft. 6 in. below surface. Cf. p. 324 supra.",,Kn,,1931
178,,,,,,"178. Fragment of relief showing head and torso of a ﬁgure with ﬂy-whisk, caurz', in right hand. The ﬁgure is naked save for a scarf passing round the shoulders and under the arms. Details of the features are lost. The ornaments consist of ear—rings and a ﬂexible necklace, which falls on the bare chest in schematic and unnatural arrangement. Of chloritised mica schist. Probably of early Gandhara School, ﬁrst century AD. Height 4-37 in. Dh. ’15—673; N 17; 2 ft. below top of stﬁpa. Cf. p. 269 supra.",,Dh,,1915
179,14,17,,,"14,17","179. Statuette, of pale grey mica schist, of standing ﬁgure (male) in the round, unﬁnished at the back. Head lost. Wears a’hotz‘ and a scarf passing over left shoulder, down the left side across the body and round right thigh, leaving most of chest bare. Feet rest on a lotus. Left arm bent, hand holding lotus ﬂower; right hand resting on hip. Wears collar and heavy bracelet. Small tenon under lotus base and mortice on left shoulder. Probably of early part of ﬁrst century AD. Height 12-25 in. Dh. ’30—27; mon. court A; sq. 14-17’; 1 ft. 6 in. below surface. Cf. p. 278 supra. (P1. 226, no. 179.)",226-179,Dh,,1930
180,,,,,,"180. Torso of standing male ﬁgure of high caste, clothed in a dhotz‘. Scarf wound round left shoulder and brought to right side, as in no. 179 supra, leaving the chest bare. Orna- ments remaining are a collar and a heavy ﬂexible necklace supporting a cylinder. Of phyllite. Height 82 in. Kn. ’31—454; west of A4; 4 ft. 7 in. below surface.",,Kn,,1931
181,,,,,,"181. Torso of lay-worshipper with hands to breast, holding an offering, which is now defaced, leaving a hole in the chest. Wears long garment concealing all the body save right shoulder. Of phyllite. Height 16 in. Dh. ’15—348; N4, east; 4 ft. below top of stﬁpa. Cf. ppg'262—3 supra.",,Dh,,1915
182,,,,,,"182. Standing headless male ﬁgure clad in dhotz' and scarf hanging from left shoulder across the body and round right thigh, as in no. 179 supra. Hands lost, feet defaced. Wears long, heavy necklace. Height 1387 in. Dh. ’16-1,05 5; between B8 and B 6; 2 ft. 9 in. below surface. Cf. p. 249 supra.",,Dh,,1916
183,,,,,,"183. Image of the Buddha, headless, seated in European fashion in easy attitude with right foot raised on footstool higher than left. Right hand, now lost, in abhaya-mudra'; his left, resting on the thigh, grasps between open ﬁngers the edge of his robe. The base is decorated in front with ﬂoral pattern. Large tenon beneath. Of mica schist. Height 10-75 in. Dh. ’14— 268; P8; 1 ft. below surface. Cf. p. 271 supra. CH. 36] STONE SCULPTURES 727",,Dh,,1914
184,,,,,,"I84. Headless female ﬁgure, of potstone, in quasi-relief, shown seated in European fashion on a lion throne. Wears a tunic conﬁned by jewelled waist-band and leaving the left breast bare. Below the waist, heavy voluminous drapery swathes the legs and conceals the feet. Right hand lost. In the left, which rests on the thigh, is what is probably intended for a cornucopia, the narrow twisted end against the shoulder; the wider, bottom end resting in the hand resembles the head of a makara and is suggestive of a rhyton. This may be meant for Hariti. Cf. nos. I and 3 supra and also A.G—B.G. ﬁgs. 386—9. Height 4-87 in. Dh. ’34—1.",,Dh,,1934
185,,,,,,"185. Standing male ﬁgure of ﬁne-grained grey stone, in low relief. In easy attitude, with the weight of the body on left leg, and the right crossing it in front. The elbow of the bent right arm rests on the head of a defaced dwarf or gaua, which stands on a defaced object, probably an animal. The body is naked to the waist save for a necklace, breast-chain and narrow scarf over left arm. Of the lower garment only a narrow band round the loins and a long tail-like piece falling between the legs are indicated. The ear is long with pendulous and pierced lobe, lacking ear-ring. Behind the head is what may be intended for a halo, against which ﬂoats the decorated end of a diadem or the ribbon of the high crown—like head-dress, as on certain Sasanian coins and sculptures. Height 4-5 in. Probably of fourth to ﬁfth century AD. Cf. p. 278 supra; A.S.R. (1915—16), p. 7, no. 14. Dh. ’I5—I,027; mon. court A.",,Dh,,
186,,,,,,"186. Fragment of relief showing a headless standing ﬁgure in Kushan dress. Feet missing and all details lost. Cf. A.G-B.G. ﬁg. 352. Of mica schist. Height 5-12 in. Dh. ’12—C 104. (P1. 226, no. 186.)",226-186,Dh,,1912
187,,,,,,"187. Headless standing female ﬁgure of micaceous schist. Wears a long, close-ﬁtting, knitted(?) garment and a shawl falling from the left shoulder to the right side; also a necklace composed of several strings, held together in two places by spherical bosses. In her left hand is a spouted water-pot. One of Maya’s attendants from a representation of the ‘Birth of the Buddha’. Cf. A.G—B.G. ﬁg. I 52. Probably of the ﬁrst century A.D. Height 5-3 in. Cf. p. 258 supra; A.S.R. (1914), P1. XIII,f. Dh. ’14—339; M8; I ft. 6 in. below surface.",,Dh,,1914
188,,,,,,"188. Fragment from representation of the ‘Seven Buddhas’ of the past and the future Buddha, showing two, standing, headless Buddha ﬁgures. Both have the rather large right hand raised in abhaya-mudra', the left, in one case, by the side on the hip, in the other resting on the waist. Cf. A.G-B.G. ﬁg. 457. Of phyllite. Height 8-37 in. Mm. ’I5~299; mon. cell 19; 8 ft. below surface. Cf. p. 362, no. 12 supra.",,Mm,,
189,,,,,,"189. Haloed, princely ﬁgure of Bodhisattva type from right of a relief. Face half—left, feet missing. Attitude and drapery suggest a ﬂying ﬁgure, the knees being bent, head slightly backward and the end of the scarf ﬂying outwards from the left arm. Right arm and left hand lost; features partially obliterated. Wears high head—dress, long plain necklace and ear-ring, seemingly of thin metal with leaf terminals. Of phyllite. Height 7 in. Dh. ’14—211; P2; 2 ft. below surface. Cf. p. 267 supra.",,Dh,,1914
190,,,T1,,,"190. Fragment, much defaced, of male ﬁgure, facing left and holding a ﬂute or pipe to the lips. Hair long, falling to the shoulders but with small topknot. Left shoulder, upper arm and feet missing. Cf. A.G-B.G. ﬁg. 316. Of phyllite. Height 5-25 in. Cf. A.S.R. (1914), P1. XIII, c. Dh. ’14—485; T1; 3 ft. below surface.",,Dh,,1914
191,,,,,,"19I. Fragment of seated Bodhisattva. Of phyllite. Only part of drapery, below waist, preserved. Feet lost. Right foot seems to have been placed behind the left calf, left foot on the ground. Cf. A.G-B.G. ﬁg. 428. Height 9 5 in. Mm. ’27—17; cell 17; 2 ft. below surface. Cf. p. 362, no. 13 supra.",,Mm,,1927
