,X,Y,block,class,description,plate,site,stratum,year
14,,,, XL. (Nos. 208—21),"14. It may be recalled, however, that the iron implements from Taxila examined on a previous occasion contained from 0-024 to 0-064% of phosphorus, and only o-oo4—o-oo 5% of sulphur.",,,,
15,,,, XL. (Nos. 208—21),"15. Apparently, therefore, the ingot now examined is individually, as regards its sulphur content, rather higher than the general average of the iron produced at Taxila.",,,,
16,70,119,S, XL. (Nos. 208—21),"16. Our examination does not indicate any special qualities in this iron above that produced in other parts of India, recognising, however, that, judged by ordinary standards, Indian iron is in general of excellent purity. Remarks 536               IRON OBJECTS TABLE OF ANALYSIS. BRINELL HARDNESS MICRO-EXAMINATION [011. 27 AND                         Serial no. Len th hBrénell Probable nature of the in list Taxila reference Description (mg) ar ness material below ' AV 1 57 Sk. ’16—229; Double-edged sword 15 233 } 235 High carbon material; stratum II C d 236 about 1-3—1-5 % carbon opper guar —— 47 —— 2 58, a Ch.T. D. ’21—3 Fragmentary sword 9 9 234 High carbon material; 240 238 about 1-5-1-7 % carbon 240 3 62, a Sk. ’12—96; Dagger 9-4 161 7 6 Medium or low carbon stratum II End of blade near haft 167 I 4 material severely de~ Micro piece from point— 161 carburised on the sur- end of dagger face 4 59, 01 B111. ’24—897; Dagger 9-6 134 } 1 I Probably iron stratum IV 128 3 *5 116 Sk. ’20—76; Adze for carpenters 5-75 — — -—— stratum II Away from edge 220 High carbon steel 240 . 24o (1'23 °/o) , 259 Near cutting-edge 236 1‘6 109 Sk. ’24—98; Axe 5-75 103 Iron stratum II 106 ‘ . 125 167 7 120 Sk. ’16—1,124; Chisel 5-25 106 Iron stratum II 106 [107 I 10 8 126 Sk. ’15—294; Knife 5 122 120 Iron stratum II 1 18 9 88, a Sk. ’26—2,847; Arrow-head, three- 41 177 l182 Medium or low carbon stratum II ﬂanged 187 steel 10 63 Bm. ’19—505; Spear—head, double- 7-5 105 11 Iron stratum I edged 121 3 Analysis C Si S Mn. *5, 116 1-23 0-28 0004 0024. 0-01 1‘6, 109 0-10 - 00-; 0-004 0-062 Nil       Specimen no. Micro-examination   I     Micro no. 8134. Structure consists of small slightly elongated grains of ferrite and spheroidal carbide, the result of decomposition of the pearlite. The grains are outlined by cementite. Traces only of decarburisation round the outer surface. Non-metallic inclusions fairly small and comparatively few. Micro no. 8135. Structure similar to specimen 1, but cell walls of cementite thicker and grains larger and more elongated. Slight partial decarburisation of the surfaces. Non-metallic inclusions similar to those in specimen no. 1. ,Micro no. 8136. Shows a core of small ferrite and pearlite grains, corresponding to material of 0-15—0-25 % C. surrounded by a skin 0-1-0-25 mm. in thickness of coarse columnar-shaped grains of ferrite. Non—metallic inclusions moderately large and numerous.     Sir Robert Hadﬁeld remarks on the above: ‘The very low sulphur content in the two specimens analysed is in accordance with our experience with practically all previous Indian specimens. The phosphorus content is rather low compared with many of these previous specimens, one of which ran as high as o-303. At the same time there have been specimens (no. 2441—Khambaba) as low as 0-020. CH. 27] IRON OBJECTS 537 ‘The chief feature of the present specimens is the high carbon percentage, 1-23, in no. 5. The Brinell hardness and the micro-structure of nos. I and. 2 also indicate they are of similar high carbon. We have never come across any ancient specimens as high as this before. The highest was 07 carbon in the Kham— bﬁba specimen, 2441, and this was so exceptional that we thought at the time it must be a ﬂuke. ‘ Evidently the Indians in this locality (T axila), and at this period, quite deliberately made high carbon steel. But apparentlywthey did not know how to harden and temper. If they had, the two swords, specimens I and 2, and the adze (no. 5) would be just the articles to apply this treatment to. The micro gives no indication of anything more than the ordinary heating for forging, and of course the hardness is only ordinary. ’ ‘The specimens with low carbon, if no. 3 can be taken as representative of these, contain the usual amount of non-metallic inclusions. The high carbon specimens are, however, comparatively clean.’ TABLE SHOWING DISTRIBUTION OF IRON OBJECTS                   IN SIRKAP Block Strata VI—V Stratum IV Strata III—II Stratum I Greek Early Saka Saka-Parthian Surface EAST SIDE OF MAIN STREET I — * 45, 62 78 A _. __ __ __ B —- —- 36, 2I3 154, 155 C — ~— 107, 109, 121, b, 142, 190, 193, —— 197, 219 D _ __ _ __ E —— 84 11, 100,11, b, 129 — F —- 211 — —— G — # 69, 146, 157 200 H —— —— 9, 105, 121, c, 188 ~— I —- — 24, 38, 43, 49, 54, 77, 87, 126,172, 6, 49, I44 203, 207 ' J —— —— V 10, 68, 98, 108 111 K _‘ _ 41: 4'4: 4'8) 91: 97) 1‘16, 125’ I33) ‘— 137, 139, 2116 L —— -—~ 58, 132, 138, I40, 141, a—c, 148, —— 214, 215 WEST SIDE or MAIN STREET 1’ I19 - I3, I45 —- A’ ~- ——- 2, 4, 120, 149, 186, 212 — B’ -— 29 / 3, no, 192, I94 37 C’ — — 35,95,96,102,124,185,I98,218 — D’ — 22 14, 15, 18, 42, (1—3;, 88, 94., 104, 220 147, 158, 217 E, 'T' ’— I) I7; 20: 33: 57’ 106 _ F’ ~—— — 5, 60, 61, 90, 162, 201 — G’ —- — 156 7 ~— H’ _ __ . _. __ K, '_"" '— 537 93) 18° '— Main Street —- —- 30, 115, 121, a, 187 ' ~— Fifth Street (west) — —— 65, 66 — Note. Objects found in trial trenches or spoil earth are not included in the above Table. I Aug 43 W 7 EGAN I Non I I I I HoH I I .85 88M “H3485 .EHNN 2 I a .6 A0078 .85 8:53 88g H. 50m I .02 .018 | | | I I I I / “8.328% 2.2qu .HHMN C mn<oonhZ<mmmqm n72 mmqemméwmom .0 mach [ Amloo .85 880$ 201$ COM I I mloo I I I I I I I .93 85:5 9505.5. ANN ABM Sod am «:5 cm mm 2m 3m MN .AQ 80¢ mm. a .3 db ww Kw 8n. .vw I I I low dig I I INN. .85 8am£$>oh< .NN .QH 80¢ on om Auhlmc .85 ”—an Nam .82 Saw R 95 S I do .8 .8 | | | no .3 | I E; 8:02..“ imam JON Q a .3 .a As .uoxom .85 Strum NH. d5 89¢ a .wm I loo .wlcm I I I I am I u .3. muumwmv cam 8.83m HEN/N msoEm< Q73 8514. .m 55va , Am .05 953033 HHPN W Anya 93% mm I I I I I I I I I -wcmdﬂam .«o 834 .waN can m I I m I I I I I I | A: .08 8% wagon .EM W , .SH& 33% «m W .5 50mm Hm Ammlm+ .85 883 50” W Am 58m cm a... mm .wv I I I I I I I -82 38 93M .mmooq 5% W .am 59m 5. EM W 53 £on a. I min. I I | | I I I en: .83 wnom EN NEVA . I I 0* .on I I I I I I I now 6m .85 £895 .3va . am .3 SN W I hm mm I I I I I I I .85 8:85 @2855 .HHM Um W I I on I I I I I I I Gm .05 unqusnuomnooﬂm AN M I I mlmm I I I I I I I Amlmm .85 «haw—ovgo an W .mm Scum Nm Nm W .Qm 89¢ Hm I an I I I I I I I ANIOm .85 85me .NH W 3th E.» I I ma 3 | I I S | I .moa €89.88 d9 Hm»? I I I I I I I on I I GN .05 26$ Afr mu Amuse may Q3 Scum MN I pg .3 .ON «a I I I on I I .85 883 9.8 mqoomm .H> W 878 .85 .9 W .mm 88m 8 I wH SH I I I I I I I m59wqﬂnn US... -mﬁzum .> . . mnlm~ Fm W I I m7? I I I I I I I .85 magnum «Ed 8:me .>~ W AD 80% a» H: W 4?...“ 98¢ w I :I0 I I I I h I I ASL. .85 850m .H: E W I o m I I I I I I I G .m .85 8&5 wont? .: W 4TH .85 w W I I .FA I I . I I I I I 88358 .8 $093—$000 .H W _ mAHmeaD 9.8:meon .< macaw W W 82 tm dd dd W W «Suﬁsm -meth MWMW M030 WNW 838m SCH—32. 5580 3380 W m 0 WW H 03A >IH> H 5 5+ :5 8. 5m m maﬁa, W “aux .» £0 WW 21H: >H _ :> Hi >H m 30 Come W WW Baum maxim 3.3% @552 .55 W 5 mBOMMmO 20»: «HO Bm<m0 A<OHEM<MOHB<MBw 539 CH. 27] _ .demumm H .mm mmﬁwmmﬁ H van ﬂanges 09 .8Q 89.52 5.5 88w A934 -3055 on. .on .Ntw Jam 95% 2% Gm wovioﬁ pea can .3 $6902 “@302 H .8: “Es“: H .32 ”NEE—M H 55M mumudmm H dh :5:qu H   .E E6” .5 ”miﬁméﬁou .5 3&9 ion H5 . .98th 89a Ammﬁﬁov we“ .3“ .8q .838 no 5H8 momm 88m 9: vow—39 $830 mcmgéom 2a. .332   AM NUCOA HENUOCA H CUCCA bra >v00m >HNNN 3 500m 5%va COCA Manx MUCH HHS/vow ENVNN TVNN >Nvm >Hv0m     .HO 89¢ 03 «Ex oou £0 88m Sn 9% wow .HU EOHM OON .AQ 88w mom was You .QQ 80¢ «ow .cm Sod 00H ABM 80¢ 03 .AQ 50¢ mm; dm Sch Q J? ABM 80¢ 32 nah 83m 93 USN w? .82 Bob RH .AQ Scum o? 98 m5 dm Sod m? 3% HS .05 .82 80¢ 09 ABM 80$ *9 .52 5on men was Mom 65 .AQ 805 SM .5. 50¢ own was of .03 EU 50¢ +3 .82 Sod wnH db 89$ .3 a     ONN OON Q: Q? mm” +: HHH   SING how 63 How mo H .3 H $14.3 .oolmmH cwu *5 .Nhu uo~.wlomu olme NwlhmH mIHmH own blwun u 6 .3 .2: 43 .03 o: .m: OWL—Von   HHN mBZmEWAn—EH A<MDHADOH~HU< I I I |   mpomz<qumo£§ mm | I | I o:   | I I I     .5910 H9 .m abomo   .95 .300? m.mE2wMo<‘—m 92¢ mRmHmem<0 .Q       .T: 6.: +l~wH «1% H o? NNH m: m: now .5310     I I mum IEI   | I   Halwou .82 .AN Elmo“ .85 838m 093 Auloou .85 683-“.883 .5300“ ﬂooruwu .85 80: VS“ 85% £83m .HEUOOH ﬁle? .85 mango .Hbvmvnvm 8155 .85 mowﬁm .NGOOH 651%.: .85 833m «EN 8820 Sagan Salem H .85 mxooa cam mommoemmc .mmwz .HHUUCW 31m: .85 mnohlvﬁun no wm>ﬁ< .EMNN AﬂvlomH .85 93mm 98 .88 -Emaéﬁuw “wquSmm Ag 3? .05 ﬁOmﬂQm MANN Gala? .85 80503» was whim .mmcoh. .NHNN 8S .5 Em .530“ is .21: uvmmoﬁo Us“ 83qu .HCVNN Au .3 1w: .85 £330 .vaﬂm A57"": .85 moumﬁw (Chum AHHImoH .85 mom/w (rush 54o IRON OBJECTS [CH. 27 Some general remarks on the iron objects from the Bhir Mound will be found in vol. I at pp. 101, 104, 107; and on those from Sirkap at pp. 128, 134—5, 207—8. Other references are given in the individual entries of the catalogue below. GROUP A. HOUSEHOLD UTENSILS With round bottom and wide-open mouth, resembling the modern haua’i and ghara'. They date from the ﬁrst century A.D. Cf. ‘Pottery’, ch. 23, Class IX, type c, and Class IV; ‘Copper and Bronze’, ch. 28, Class XII, nos. 1—4. 1. Iron cooking-pot of haudi type with rounded bottom and everted rim. It is made in two sections and riveted round the middle. Two handles were attached on the shoulder. Body and handles damaged. Height 12 in. Sk. ’27—1,465; Block E’; sq. 70-119’; stratum III. Cf. p. 185 supra. (Pl. 162, a.) 2. Similar, but without ring-handles. Bottom damaged. Height 8 in. Sk. ’28—«104; Block A’; sq. 27-90’; stratum II. Cf. p. 195 supra. (P1. 162, b.) 3. Similar and of same date, but with vertical neck like the modern ghara. Height 9‘2 5 in. Sk. ’20—342; Block B’; sq. 33-86’; stratum II. Cf. p. 194 supra. (Pl. 162, d.) 4. Similar and of same date but with the two sections welded instead of being riveted. Height 7-75 in. Sk. ’20—219; Block A’; sq. 27-78’; stratum II. Cf. p. 195 supra. (Pl. 162, c.) > 5. Tripod stand. Diam. 10-75 in. It consists of a ring supported on three legs. On the inside of the legs are looped projections. First century A.D. Sk. ’28—2,33 5; Block F’; sq. 90-83’; stratum III. Cf. p. 183 supra. (Pl. 162, e.) 6. Similar and of same date. Diam. 10-62 in. Sk. ’I 5~21 5; Block I; sq. I3 5- 54'; stratum I. Cf. p. 170 supra; A.S.R. (1915), p. 18, no. 20. With rounded bottom and sides and lip sometimes incurved, as in ‘Pottery’, ch. 23, Class XV, a; ‘Stone’, ch. 25, Class X; ‘Copper and Bronze’, ch. 28, Class XVI, a; ‘ Silverware’, ch. 29, Class IV. No. 7 dates from the third century B.C. ; nos. 8—11 from the ﬁrst century A.D.; no. 12 from the ﬁfth century A.D.(?). 7. Shallow bowl of iron, slightly damaged. Diam. 4- 12 in. Third century B.C. Bm. ’19—636; sq. 13'11’; stratum II. (P1. 162, f) 8. Hemispherical iron bowl with incurved rim. Diam. 7-62 in. First century A.D. M1. ’20— 91/1; sq. 63-84’; 2 ft. 6 in. below surface. Cf. p. 215 supra. (P1. 162, g.) 9. Shallow iron bowl with curved base and sides tending to the vertical. Diam. 4-62 in. First century A.D. Sk. ’15—516; Block H; sq. 125-68’; stratum II.~Cf. p. 170 supra. (Pl. 162, h.)","162-a, 162-b, 162-d, 162-c, 162-e, 162-f, 162-g, 162-h",Sk,2,1916
10,146,51,, III. Bowls (nos. 7—12),"10. Similar to no. 1, with slightly ﬂattened base. Diam. 4-37 in. First century A.D. Sk. ’26—- 1,387; Block]; sq. 146-51’; stratum II. Cf. p. 171 supra.",,Sk,2,1926
11,68,46,E, III. Bowls (nos. 7—12),"11. Similar to preceding, with rounded base. Diam. 475 in. Sk. ’27—3,222; Block E; sq. 68-46'; stratum II. Cf. p. 162 (15) supra. (P1. 162, i.)",162-i,Sk,2,1927
12,,,T2, III. Bowls (nos. 7—12),"12. Similar. Diam. 4-75 in. Probably ﬁfth century A.D. Dh. ’15—756. T2. 3 ft. below surface. Cf. p. 247 supra. CH. 27] IRON OBJECTS 541 All these come from Sirkap and belong to the ﬁrst century AD. They are ﬂat dishes with splayed sides, ﬂat or slightly convex base and in one case with horizontal rim. Cf. ‘ Copper and Bronze’, ch. 28, Class XVII, c; ‘Pottery’, ch. 23, Class XVI, a; ‘ Stone’, ch. 25, Classes VII, VIII; ‘ Silverware’, ch. 29, Class V.",,Dh,,1915
13,10,90,1, IV. Dishes and saucers (nos. 13—15),"13. Iron dish with splayed sides. Diam. 14-75 in. First century A.D. Sk. ’22—388; Block 1'; sq. 10-90’; stratum II. Cf. p. 196 supra. (Pl. 162, k.)",162-k,Sk,2,1922
14,55,112,D, IV. Dishes and saucers (nos. 13—15),"14. Similar and of same date, but with slightly convex base. Diam. 8' 5 in. Sk. ’19~1,25 5; Block D’; sq. 55-112’; stratum II. Cf. p. 190 supra. I 5. Flat saucer with splayed sides and horizontal rim. Same date as above. Diam. 462 in. Sk. ’19—958; Block D’; sq. 58-115’; stratum II. Cf. p. 190 supra. (P1. 162,j.) Type a. Frying-pan with single long handle. Cf. ‘Copper and Bronze’, ch. 28, Class XVIII, and ‘Pottery’, ch. 23, Class XVI, type c.","162,j",Sk,2,1919
16,,,, V. Frying— and baking—pans (nos. 16—18),"16. Circular iron frying—pan with splayed sides and handle welded on to side. In good preservation. Length 19- 5 in. Fourth to ﬁfth century A.D. Ss. ’15—20. Tofkiaﬁ; 4 ft. below surface. Cf. p. 220 supra; A.S.R. (1915), P1. XXVI, 1). (Pl. 162, in.) Type 6. Circular baking pans with two loop handles or one lug handle. Cf. ‘ Copper and Bronze’, ch. 28, Class XIX, types a, I); and ‘Pottery’, ch. 23, Class XVI, type d.",162-in,,,1915
17,73,83,E, V. Frying— and baking—pans (nos. 16—18),"17. Shallow baking-pan (taba) with two loop handles. Partly broken. Diam. 22-2 5 in. The pan has a concave depression at the middle surrounded by a broad horizontal rim. The loop handles are riveted to the edge. Sk. ’22—658; Block E’; sq. 73-83’; stratum II. Cf. p. 185 supra. (Pl. 162, o.) s",162-o,Sk,2,1922
18,,,D, V. Frying— and baking—pans (nos. 16—18),"18. Two iron baking—pans with ﬂat bottom and splayed sides, stuck together. Each is furnished with a single lug handle riveted to the side. Rim and handle damaged. Diam. 13-5 in. Sk. ’19—924; Block D’; sq. 594114’; stratum II. Cf. p. 190 supra. (Pl. 162, p.) Cf. ‘Copper and Bronze’, ch. 28, Class XX, type b, and Class XXI; ‘Silver- ware’, ch. 29, Class VIII. Spoons:",162-p,Sk,2,1919
19,38,13,, VI. Spoons and ladles (nos. 19—25),"19. Iron spoon with round shallow bowl and handle on one side broken off above the rim. Diam. 4-75 in. Bm. ’21—464; sq. 38-13’; stratum 11. (P1. 162, s.)",162-s,Bm,2,1921
20,68,76,E, VI. Spoons and ladles (nos. 19—25),"20. Similar, with splayed sides. Diam. 3-12 in. Sk. ’16—161; Block E’; sq. 68'76’; stratum III. Cf. p. 184. supra. (P1. 162, q.)",162-q,Sk,3,1916
21,,,, VI. Spoons and ladles (nos. 19—25),"21. Similar to no. 20, but with ﬂat base. Diam. 2-62 in. Sk. ’14; Trench A629; stratum II. (Pl. 162, r.)",162-r,Sk,2,1914
22,60,117,D, VI. Spoons and ladles (nos. 19—25),"22. Similar to preceding but with pear-shaped bowl. Handle broken. Length 6-75 in. First century B.C. Sk. ’19—I,618; Block D’; sq. 60'117’; stratum IV. (Pl. 162, t.)",162-t,Sk,4,1919
23,,,, VI. Spoons and ladles (nos. 19—25),"23. Iron spoon with a circular shallow bowl and long straight handle. Length 14in. Aﬂixed to the handle at a distance of about 2 in. from the bowl is a crescent-shaped stop or clip. Fifth century AD. (3). Gr. ’27—C4o8. West of stﬁpa; 3 ft. 4. in. below surface. (Pl. 162, u.) MT 69",162-u,Gr,,1927
